size,trial,rate,density,clustering,shortest_path,n_comp_nodes,steps,l1,l2
195,0,0.4256410256410257,0.020407084324610098,0.08551178816133205,3.45218080888184,59.666666666666664,1000,59.666666666666664,6.101001739241042
195,1,0.4256410256410257,0.020407084324610098,0.08551178816133205,3.45218080888184,54.66666666666667,1000,54.66666666666667,5.676462121975466
195,2,0.3948717948717949,0.020407084324610098,0.08551178816133205,3.45218080888184,68.33333333333333,1000,68.33333333333333,6.774133810967191
195,3,0.37948717948717947,0.020407084324610098,0.08551178816133205,3.45218080888184,59.333333333333336,1000,59.333333333333336,5.811865258054232
195,4,0.40512820512820513,0.020407084324610098,0.08551178816133205,3.45218080888184,64.0,1000,64.0,6.4117946872237805
195,5,0.3948717948717949,0.020407084324610098,0.08551178816133205,3.45218080888184,62.0,1000,62.0,6.164414002968976
195,6,0.3948717948717949,0.020407084324610098,0.08551178816133205,3.45218080888184,61.33333333333332,1000,61.33333333333332,6.164414002968976
195,7,0.3025641025641026,0.020407084324610098,0.08551178816133205,3.45218080888184,71.33333333333333,1000,71.33333333333333,6.6332495807108
195,8,0.41025641025641024,0.020407084324610098,0.08551178816133205,3.45218080888184,60.0,1000,60.0,6.018490028422597
195,9,0.45128205128205123,0.020407084324610098,0.08551178816133205,3.45218080888184,51.333333333333336,1000,51.333333333333336,5.354126134736337
195,10,0.40512820512820513,0.020407084324610098,0.08551178816133205,3.45218080888184,61.0,1000,61.0,6.082762530298219
195,11,0.3846153846153846,0.020407084324610098,0.08551178816133205,3.45218080888184,59.33333333333333,1000,59.33333333333333,5.792715732327589
195,12,0.4717948717948718,0.020407084324610098,0.08551178816133205,3.45218080888184,55.66666666666666,1000,55.66666666666666,5.897268670984711
195,13,0.4,0.020407084324610098,0.08551178816133205,3.45218080888184,60.0,1000,60.0,5.981452814975453
195,14,0.45641025641025645,0.020407084324610098,0.08551178816133205,3.45218080888184,58.33333333333333,1000,58.33333333333333,6.119186583561939
195,15,0.4256410256410257,0.020407084324610098,0.08551178816133205,3.45218080888184,57.66666666666667,1000,57.66666666666667,5.934831271588285
195,16,0.4358974358974359,0.020407084324610098,0.08551178816133205,3.45218080888184,55.33333333333333,1000,55.33333333333333,5.696002496878354
195,17,0.37435897435897436,0.020407084324610098,0.08551178816133205,3.45218080888184,67.66666666666666,1000,67.66666666666666,6.658328118479393
195,18,0.42051282051282046,0.020407084324610098,0.08551178816133205,3.45218080888184,57.33333333333333,1000,57.33333333333333,5.773502691896257
195,19,0.42051282051282046,0.020407084324610098,0.08551178816133205,3.45218080888184,63.33333333333333,1000,63.33333333333333,6.4463598686045716
