size,trial,rate,density,clustering,shortest_path,n_comp_nodes,steps,l1,l2
105,0,0.47619047619047616,0.03772893772893773,0.15553932653092314,2.970879120879121,28.333333333333332,1000,28.333333333333332,4.2295258468165065
105,1,0.5047619047619047,0.03772893772893773,0.15553932653092314,2.970879120879121,30.333333333333332,1000,30.333333333333332,4.6785562825394
105,2,0.4,0.03772893772893773,0.15553932653092314,2.970879120879121,31.999999999999996,1000,31.999999999999996,4.422166387140533
105,3,0.4380952380952381,0.03772893772893773,0.15553932653092314,2.970879120879121,30.666666666666664,1000,30.666666666666664,4.422166387140533
105,4,0.4571428571428572,0.03772893772893773,0.15553932653092314,2.970879120879121,29.999999999999996,1000,29.999999999999996,4.422166387140533
105,5,0.4476190476190476,0.03772893772893773,0.15553932653092314,2.970879120879121,26.333333333333332,1000,26.333333333333332,3.8151743807531986
105,6,0.35238095238095235,0.03772893772893773,0.15553932653092314,2.970879120879121,34.333333333333336,1000,34.333333333333336,4.654746681256313
105,7,0.4380952380952381,0.03772893772893773,0.15553932653092314,2.970879120879121,32.33333333333333,1000,32.33333333333333,4.630814663149934
105,8,0.4095238095238095,0.03772893772893773,0.15553932653092314,2.970879120879121,36.0,1000,36.0,5.033222956847166
105,9,0.419047619047619,0.03772893772893773,0.15553932653092314,2.970879120879121,34.0,1000,34.0,4.853406592853679
105,10,0.4476190476190476,0.03772893772893773,0.15553932653092314,2.970879120879121,29.0,1000,29.0,4.176654695380555
105,11,0.4476190476190476,0.03772893772893773,0.15553932653092314,2.970879120879121,31.0,1000,31.0,4.533823502911814
105,12,0.37142857142857144,0.03772893772893773,0.15553932653092314,2.970879120879121,37.0,1000,37.0,5.153208277913436
105,13,0.48571428571428577,0.03772893772893773,0.15553932653092314,2.970879120879121,29.333333333333332,1000,29.333333333333332,4.447221354708778
105,14,0.4,0.03772893772893773,0.15553932653092314,2.970879120879121,36.666666666666664,1000,36.666666666666664,5.055250296034367
105,15,0.4095238095238095,0.03772893772893773,0.15553932653092314,2.970879120879121,35.0,1000,35.0,4.887626099538393
105,16,0.48571428571428577,0.03772893772893773,0.15553932653092314,2.970879120879121,33.666666666666664,1000,33.666666666666664,5.044248650140518
105,17,0.49523809523809526,0.03772893772893773,0.15553932653092314,2.970879120879121,32.0,1000,32.0,4.760952285695232
105,18,0.4666666666666667,0.03772893772893773,0.15553932653092314,2.970879120879121,32.666666666666664,1000,32.666666666666664,4.830458915396479
105,19,0.5523809523809524,0.03772893772893773,0.15553932653092314,2.970879120879121,27.666666666666664,1000,27.666666666666664,4.43471156521669
