size,k,avg_rate,density,clustering,shortest_path,std_rate,median_rate,n_comp_nodes,avg_steps,avg_l1,avg_l2
5,0,0.59,0.6,0.6,1.4,0.07681145747868608,0.4,1.4166666666666665,1000.0,1.4166666666666665,1.023315038885609
5,1,0.16999999999999993,0.6,0.0,1.4,0.1819340539866025,0.8,2.1833333333333327,1000.0,2.1833333333333327,1.162250064917218
5,2,0.5999999999999999,0.6,0.5333333333333333,1.5,0.06324555320336758,0.4,1.3833333333333333,1000.0,1.3833333333333333,1.0065211076918665
5,3,0.59,0.6,0.5333333333333333,1.5,0.04358898943540673,0.4,1.4666666666666666,1000.0,1.4666666666666666,1.0471800515263392
5,4,0.4700000000000001,0.6,0.3333333333333333,1.4,0.09539392014169454,0.6,1.5999999999999999,1000.0,1.5999999999999999,1.0473540462854587
5,5,0.5499999999999999,0.6,0.6,1.4,0.12449899597988731,0.4,1.4499999999999997,1000.0,1.4499999999999997,0.9682881560285624
5,6,0.51,0.6,0.6,1.4,0.09949874371066196,0.4,1.7333333333333332,1000.0,1.7333333333333332,1.1205788845195415
5,7,0.43000000000000005,0.6,0.3333333333333333,1.4,0.07141428428542848,0.6,1.75,1000.0,1.75,1.1200840878897393
5,8,0.5599999999999999,0.6,0.6,1.4,0.07999999999999999,0.4,1.533333333333333,1000.0,1.533333333333333,1.0508615541397592
5,9,0.14,0.6,0.0,1.4,0.19078784028338913,1.0,2.0999999999999996,1000.0,2.0999999999999996,1.0862276481462865
15,0,0.5599999999999999,0.24761904761904763,0.40296296296296297,1.980952380952381,0.06463573143221772,0.4666666666666667,4.2666666666666675,1000.0,4.2666666666666675,1.7459336560611152
15,1,0.5533333333333333,0.24761904761904763,0.26904761904761904,1.9619047619047618,0.06,0.4666666666666667,4.133333333333333,1000.0,4.133333333333333,1.6794097827969705
15,2,0.6599999999999999,0.24761904761904763,0.28343915343915344,2.0,0.12092238098144703,0.3333333333333333,3.5166666666666666,1000.0,3.5166666666666666,1.584647205847745
15,3,0.5233333333333334,0.24761904761904763,0.3495238095238095,2.038095238095238,0.09723968097209879,0.4666666666666667,4.333333333333334,1000.0,4.333333333333334,1.6825315718235347
15,4,0.6199999999999999,0.24761904761904763,0.4886243386243386,1.9619047619047618,0.11756794725698931,0.4,3.9499999999999984,1000.0,3.9499999999999984,1.693579909138823
15,5,0.7033333333333334,0.24761904761904763,0.5118518518518518,1.8952380952380952,0.09769567259835231,0.26666666666666666,3.1166666666666663,1000.0,3.1166666666666663,1.4828542905249111
15,6,0.6866666666666666,0.24761904761904763,0.5563492063492064,2.0476190476190474,0.060000000000000005,0.3333333333333333,3.5333333333333337,1000.0,3.5333333333333337,1.674440171260158
15,7,0.6366666666666666,0.24761904761904763,0.4496969696969696,1.9238095238095239,0.11249691353790803,0.3333333333333333,3.483333333333333,1000.0,3.483333333333333,1.5205480926799406
15,8,0.5866666666666667,0.24761904761904763,0.14984126984126983,1.9904761904761905,0.08589399151150083,0.4,3.999999999999999,1000.0,3.999999999999999,1.6803531977614241
15,9,0.5499999999999999,0.24761904761904763,0.36079365079365083,2.038095238095238,0.06952217871538069,0.43333333333333335,4.466666666666666,1000.0,4.466666666666666,1.782798235188015
25,0,0.6859999999999999,0.15333333333333332,0.31163636363636366,2.263333333333333,0.09656086163658649,0.33999999999999997,5.4833333333333325,1000.0,5.4833333333333325,1.9967403764192544
25,1,0.6499999999999999,0.15333333333333332,0.10990476190476191,2.25,0.09705668446840743,0.33999999999999997,5.7333333333333325,1000.0,5.7333333333333325,2.024046314292357
25,2,0.5619999999999999,0.15333333333333332,0.22223088023088022,2.29,0.08715503427800371,0.4,6.7,1000.0,6.7,2.149193777391072
25,3,0.6259999999999999,0.15333333333333332,0.30943589743589744,2.216666666666667,0.12666491226855212,0.36,5.9833333333333325,1000.0,5.9833333333333325,2.050425843493447
25,4,0.6059999999999999,0.15333333333333332,0.2526666666666666,2.31,0.09981983770774225,0.36,6.283333333333333,1000.0,6.283333333333333,2.1024025197670904
25,5,0.548,0.15333333333333332,0.3643578643578643,2.3,0.12073110618229256,0.42000000000000004,6.716666666666666,1000.0,6.716666666666666,2.1358753474337133
25,6,0.688,0.15333333333333332,0.1937777777777778,2.31,0.07332121111929345,0.32,5.166666666666666,1000.0,5.166666666666666,1.9105584600293242
25,7,0.52,0.15333333333333332,0.29464957264957264,2.263333333333333,0.10119288512538814,0.48,6.95,1000.0,6.95,2.1317788363833667
25,8,0.5200000000000001,0.15333333333333332,0.272,2.29,0.0769415362466854,0.45999999999999996,7.283333333333333,1000.0,7.283333333333333,2.211401796083129
25,9,0.662,0.15333333333333332,0.18073015873015874,2.28,0.10989085494252923,0.28,5.449999999999999,1000.0,5.449999999999999,1.9486928315174985
35,0,0.6128571428571429,0.11092436974789915,0.20898783755926612,2.4487394957983195,0.10477380884747943,0.4,8.066666666666666,1000.0,8.066666666666666,2.3325480496398665
35,1,0.5271428571428571,0.11092436974789915,0.2786813186813187,2.373109243697479,0.09279118536602844,0.4857142857142857,9.95,1000.0,9.95,2.588180189518858
35,2,0.5728571428571428,0.11092436974789915,0.09297258297258297,2.534453781512605,0.11409806022425963,0.4714285714285714,8.65,1000.0,8.65,2.389980631741372
35,3,0.5342857142857144,0.11092436974789915,0.08532261389404246,2.5747899159663867,0.06945854732081837,0.44285714285714284,9.650000000000002,1000.0,9.650000000000002,2.5573747410667163
35,4,0.6085714285714285,0.11092436974789915,0.21199102484816768,2.4941176470588236,0.08857142857142856,0.37142857142857144,8.866666666666665,1000.0,8.866666666666665,2.5270950912824537
