size,trial,rate,density,clustering,shortest_path,n_comp_nodes,steps,l1,l2
135,0,0.4444444444444444,0.029408512990602542,0.08079910744550818,3.20718629076838,41.0,1000,41.0,5.1747248987533405
135,1,0.5259259259259259,0.029408512990602542,0.08079910744550818,3.20718629076838,35.666666666666664,1000,35.666666666666664,4.955356249106169
135,2,0.5111111111111111,0.029408512990602542,0.08079910744550818,3.20718629076838,39.33333333333333,1000,39.33333333333333,5.312459150169742
135,3,0.5037037037037038,0.029408512990602542,0.08079910744550818,3.20718629076838,39.33333333333333,1000,39.33333333333333,5.2915026221291805
135,4,0.4296296296296296,0.029408512990602542,0.08079910744550818,3.20718629076838,42.66666666666666,1000,42.66666666666666,5.354126134736337
135,5,0.5037037037037038,0.029408512990602542,0.08079910744550818,3.20718629076838,36.0,1000,36.0,4.853406592853678
135,6,0.3851851851851852,0.029408512990602542,0.08079910744550818,3.20718629076838,40.0,1000,40.0,4.760952285695232
135,7,0.5037037037037038,0.029408512990602542,0.08079910744550818,3.20718629076838,41.666666666666664,1000,41.666666666666664,5.547772325697745
135,8,0.4666666666666667,0.029408512990602542,0.08079910744550818,3.20718629076838,41.333333333333336,1000,41.333333333333336,5.354126134736336
135,9,0.5111111111111111,0.029408512990602542,0.08079910744550818,3.20718629076838,39.0,1000,39.0,5.217491947499509
135,10,0.45185185185185184,0.029408512990602542,0.08079910744550818,3.20718629076838,40.666666666666664,1000,40.666666666666664,5.228129047119373
135,11,0.45925925925925926,0.029408512990602542,0.08079910744550818,3.20718629076838,42.33333333333333,1000,42.33333333333333,5.3644923131436935
135,12,0.4740740740740741,0.029408512990602542,0.08079910744550818,3.20718629076838,45.33333333333333,1000,45.33333333333333,5.8878405775518985
135,13,0.4666666666666667,0.029408512990602542,0.08079910744550818,3.20718629076838,41.0,1000,41.0,5.32290647422377
135,14,0.4444444444444444,0.029408512990602542,0.08079910744550818,3.20718629076838,43.33333333333333,1000,43.33333333333333,5.537749241945383
135,15,0.48888888888888893,0.029408512990602542,0.08079910744550818,3.20718629076838,35.33333333333333,1000,35.33333333333333,4.642796092394706
135,16,0.4814814814814815,0.029408512990602542,0.08079910744550818,3.20718629076838,39.66666666666667,1000,39.66666666666667,5.23874454850057
135,17,0.4814814814814815,0.029408512990602542,0.08079910744550818,3.20718629076838,38.99999999999999,1000,38.99999999999999,5.153208277913435
135,18,0.49629629629629635,0.029408512990602542,0.08079910744550818,3.20718629076838,39.33333333333333,1000,39.33333333333333,5.14241620684717
135,19,0.5629629629629629,0.029408512990602542,0.08079910744550818,3.20718629076838,29.666666666666668,1000,29.666666666666668,4.281744192888376
