size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate,ave_incomp_nodes,ave_steps
10,0,0.24,0.18947368421052632,0.21380952380952375,2.1157894736842104,0.0,0.8,7.6,5000.0
10,1,0.42500000000000004,0.18947368421052632,0.4927106227106227,2.1052631578947367,0.0,0.8,5.75,5000.0
10,2,0.3900000000000001,0.18947368421052632,0.49508658008658013,2.1842105263157894,0.0,0.3,6.099999999999999,5000.0
10,3,0.06999999999999995,0.18947368421052632,0.2923809523809524,2.221052631578947,0.0,1.0,9.3,5000.0
10,4,0.28,0.18947368421052632,0.3714285714285714,2.3,0.0,0.6,7.199999999999999,5000.0
10,5,0.17000000000000015,0.18947368421052632,0.1336904761904762,2.1842105263157894,0.0,0.8,8.299999999999999,5000.0
10,6,0.3899999999999999,0.18947368421052632,0.15904761904761905,2.1789473684210527,0.0,0.5,6.100000000000001,5000.0
10,7,0.575,0.18947368421052632,0.5196717171717171,2.042105263157895,0.0,0.5,4.25,5000.0
10,8,-0.03499999999999992,0.18947368421052632,0.3299206349206349,2.136842105263158,0.0,1.0,10.35,5000.0
10,9,0.32999999999999985,0.18947368421052632,0.3986363636363636,2.0736842105263156,0.0,0.55,6.700000000000001,5000.0
