gameId,size,#short_cut,#solutions,clustering,shortest_path,transitivity
149,20,0,25056,0.414246032,1.915789474,0.343173432
150,20,0,6144,0.514292929,1.847368421,0.350649351
151,20,0,92928,0.402056277,1.868421053,0.289655172
152,20,0,8352,0.302330447,1.868421053,0.283018868
153,20,0,218544,0.340595238,1.936842105,0.275862069
154,20,0,3744,0.563246337,1.784210526,0.350877193
155,20,0,7344,0.462252747,1.826315789,0.323809524
156,20,0,9216,0.526859807,1.810526316,0.342592593
157,20,0,24336,0.386533189,1.842105263,0.294545455
158,20,0,31104,0.463077201,1.905263158,0.327272727
159,20,0,1152,0.506527778,1.821052632,0.355769231
160,20,0,46656,0.417445887,1.836842105,0.321428571
161,20,0,64224,0.358841991,1.868421053,0.29787234
162,20,0,57360,0.428614719,1.831578947,0.273684211
163,20,0,66672,0.406214896,1.831578947,0.293706294
164,20,0,23040,0.451095849,1.852631579,0.315254237
165,20,0,38880,0.433906926,1.857894737,0.31358885
166,20,0,34584,0.46281746,1.873684211,0.327272727
167,20,0,11160,0.516111111,1.831578947,0.324590164
168,20,0,52848,0.332539683,1.905263158,0.295454545
169,20,0,138912,0.314693362,1.868421053,0.251824818
170,20,0,29280,0.437777778,1.821052632,0.301003344
171,20,0,18768,0.432968975,1.915789474,0.324626866
172,20,0,47136,0.352063492,1.921052632,0.303370787
173,20,0,40200,0.399974747,1.852631579,0.277777778
174,20,0,15264,0.454960317,1.910526316,0.356877323
175,20,0,2592,0.523586691,1.894736842,0.387755102
176,20,0,94080,0.411641414,1.889473684,0.302083333
177,20,0,35088,0.422279942,1.9,0.315789474
178,20,0,6528,0.4402664,1.847368421,0.328767123
179,20,0,14016,0.540793651,1.794736842,0.32038835
180,20,0,4416,0.497750583,1.873684211,0.357142857
181,20,0,115296,0.342789988,1.847368421,0.258064516
182,20,0,17160,0.424191919,1.884210526,0.346153846
183,20,0,7296,0.484390609,1.863157895,0.331168831
184,20,0,33408,0.390894383,1.836842105,0.291666667
185,20,0,45456,0.381937229,1.873684211,0.293478261
186,20,0,35904,0.404155844,1.863157895,0.3
187,20,0,7776,0.501608392,1.805263158,0.329153605
188,20,0,25248,0.396828449,1.863157895,0.301075269
189,20,0,102096,0.263686869,1.863157895,0.249011858
190,20,0,29952,0.419781885,1.863157895,0.312080537
191,20,0,24192,0.510128205,1.810526316,0.329153605
192,20,0,30144,0.35530303,1.889473684,0.296703297
193,20,0,98232,0.252738095,1.910526316,0.244897959
194,20,0,12432,0.349130592,1.868421053,0.309160305
195,20,0,33072,0.438232323,1.884210526,0.308823529
196,20,0,5760,0.479848485,1.852631579,0.33559322
197,20,0,48096,0.302579365,1.884210526,0.26848249
198,20,0,19704,0.433373016,1.942105263,0.33984375
199,20,0,62376,0.327484737,1.836842105,0.263736264
200,20,0,21120,0.501340049,1.847368421,0.332247557
201,20,0,20448,0.443131868,1.894736842,0.324909747
202,20,0,50112,0.384655345,1.868421053,0.314189189
203,20,0,155712,0.275887446,1.863157895,0.240875912
204,20,0,432,0.606965453,1.778947368,0.358600583
205,20,0,37440,0.423403541,1.884210526,0.328767123
206,20,0,45984,0.386753247,1.868421053,0.307692308
207,20,0,4848,0.476235431,1.863157895,0.335664336
208,20,0,12912,0.44233905,1.836842105,0.322147651
209,20,0,304320,0.289318182,1.921052632,0.275735294
210,20,0,59952,0.361984127,1.836842105,0.267123288
211,20,0,15552,0.492252747,1.863157895,0.336842105
212,20,0,66312,0.390976801,1.863157895,0.282608696
213,20,0,47328,0.396158009,1.863157895,0.289962825
214,20,0,22656,0.416515152,1.889473684,0.334532374
215,20,0,67968,0.319805195,1.852631579,0.243542435
216,20,0,1800,0.422121212,1.915789474,0.36802974
217,20,0,17664,0.429562937,1.847368421,0.321799308
218,20,0,7872,0.46577381,1.805263158,0.319587629
219,20,0,55872,0.374444444,1.894736842,0.304511278
220,20,0,56448,0.35507215,1.863157895,0.272727273
221,20,0,60480,0.35718254,1.868421053,0.294736842
222,20,0,45216,0.388041126,1.894736842,0.326086957
223,20,0,162960,0.354438339,1.821052632,0.242957746
224,20,0,78048,0.345194805,1.826315789,0.254416961
225,20,0,9504,0.495836386,1.868421053,0.355400697
226,20,0,15216,0.358196248,1.889473684,0.297709924
227,20,0,60312,0.394254079,1.826315789,0.265306122
228,20,0,46488,0.283333333,1.910526316,0.278225806
229,20,0,21888,0.3876443,1.889473684,0.306818182
230,20,0,28944,0.353290598,1.821052632,0.274647887
231,20,0,46728,0.368098291,1.878947368,0.310714286
232,20,0,83808,0.32760101,1.889473684,0.3
233,20,0,10080,0.44001443,1.842105263,0.315254237
234,20,0,127680,0.298488456,1.889473684,0.261363636
235,20,0,49248,0.445616883,1.821052632,0.3
236,20,0,23232,0.441875902,1.868421053,0.308510638
237,20,0,3456,0.57955267,1.815789474,0.355140187
238,20,0,84672,0.320595238,1.889473684,0.283018868
239,20,0,14976,0.368427128,1.857894737,0.298969072
240,20,0,39936,0.370714286,1.863157895,0.3099631
241,20,0,60528,0.376626984,1.894736842,0.293233083
242,20,0,1344,0.483357753,1.857894737,0.36
243,20,0,29376,0.383635809,1.852631579,0.322147651
244,20,0,15936,0.447371795,1.836842105,0.31358885
245,20,0,40560,0.320436508,1.884210526,0.271653543
246,20,0,65664,0.407128427,1.878947368,0.311418685
247,20,0,12528,0.418912232,1.763157895,0.296296296
248,20,0,13824,0.495778388,1.868421053,0.352348993
249,20,0,39168,0.418754579,1.868421053,0.319148936
250,20,0,36576,0.457857143,1.831578947,0.327974277
251,20,0,47808,0.385912698,1.910526316,0.336956522
252,20,0,139584,0.241984127,1.905263158,0.248031496
253,20,0,9408,0.411777389,1.836842105,0.309278351
254,20,0,12384,0.474026252,1.842105263,0.331103679
255,20,0,2880,0.62465812,1.773684211,0.36416185
256,20,0,25344,0.326736874,1.863157895,0.305263158
257,20,0,48576,0.471742424,1.805263158,0.279069767
258,20,0,263136,0.318704906,1.842105263,0.211111111
259,20,0,110016,0.298492063,1.878947368,0.26848249
260,20,0,38112,0.420808081,1.847368421,0.309608541
261,20,0,13824,0.466756854,1.863157895,0.336633663
262,20,0,167520,0.282936508,1.936842105,0.288461538
263,20,0,17280,0.377542458,1.852631579,0.31
264,20,0,10272,0.507727273,1.815789474,0.324590164
265,20,0,41472,0.409191919,1.894736842,0.335740072
266,20,0,7200,0.424862915,1.905263158,0.330882353
267,20,0,79488,0.38040293,1.847368421,0.290322581
268,20,0,36576,0.290263348,1.863157895,0.27173913
269,20,0,359856,0.263820346,1.857894737,0.189591078
270,20,0,18576,0.39200938,1.878947368,0.322580645
271,20,0,99024,0.369294872,1.842105263,0.267857143
272,20,0,31968,0.452750583,1.815789474,0.305732484
273,20,0,64800,0.389267677,1.868421053,0.315217391
274,20,0,15168,0.468333333,1.921052632,0.348314607
275,20,0,47136,0.436517094,1.826315789,0.285714286
276,20,0,89856,0.378006993,1.852631579,0.3
277,20,0,114432,0.403643791,1.778947368,0.266447368
278,20,0,46344,0.324397547,1.9,0.294117647
279,20,0,48384,0.368679654,1.857894737,0.301115242
280,20,0,51120,0.296006494,1.873684211,0.282608696
281,20,0,134208,0.343434343,1.9,0.278810409
282,20,0,5832,0.486776557,1.905263158,0.362989324
283,20,0,35712,0.365987346,1.857894737,0.296928328
284,20,0,16992,0.495425685,1.921052632,0.351724138
285,20,0,6720,0.475880231,1.847368421,0.32781457
286,20,0,33984,0.381349206,1.884210526,0.305454545
287,20,0,24192,0.378324176,1.889473684,0.327464789
288,20,0,22704,0.445382673,1.847368421,0.306338028
289,20,0,9504,0.37977689,1.878947368,0.316326531
290,20,0,31392,0.338593074,1.921052632,0.316981132
291,20,0,37248,0.318463203,1.873684211,0.291044776
292,20,0,5184,0.434157509,1.889473684,0.362989324
293,20,0,18816,0.466248196,1.905263158,0.340659341
294,20,0,37728,0.374837662,1.857894737,0.3
295,20,0,29424,0.400595238,1.9,0.329411765
296,20,0,39072,0.38491342,1.878947368,0.293233083
297,20,0,4992,0.401351981,1.852631579,0.324041812
298,20,0,22440,0.38463925,1.905263158,0.310344828
299,20,0,8640,0.436557609,1.863157895,0.339041096
300,20,0,13056,0.466233766,1.878947368,0.344947735
301,20,0,82176,0.33031746,1.894736842,0.280155642
302,20,0,8640,0.477712843,1.863157895,0.33442623
303,20,0,16512,0.524206349,1.852631579,0.347682119
304,20,0,33600,0.365793651,1.910526316,0.313953488
305,20,0,11232,0.383683261,1.884210526,0.332142857
306,20,0,39312,0.305508658,1.9,0.294545455
307,20,0,576,0.63727103,1.747368421,0.349030471
308,20,0,36288,0.392179487,1.878947368,0.311827957
309,20,0,37440,0.348296703,1.857894737,0.283636364
310,20,0,5328,0.512643468,1.815789474,0.334394904
311,20,0,144096,0.416968864,1.857894737,0.270833333
312,20,0,5040,0.472088745,1.889473684,0.350943396
313,20,0,70272,0.316749917,1.842105263,0.263513514
314,20,0,21432,0.37792735,1.852631579,0.294736842
315,20,0,90432,0.358650794,1.868421053,0.285171103
316,20,0,25728,0.440642136,1.847368421,0.309608541
317,20,0,30960,0.428330003,1.826315789,0.298969072
318,20,0,4392,0.403583916,1.836842105,0.324324324
319,20,0,38808,0.408403541,1.852631579,0.292682927
320,20,0,11304,0.378455433,1.873684211,0.327464789
321,20,0,28080,0.363272006,1.894736842,0.309608541
322,20,0,42624,0.404880952,1.842105263,0.295081967
323,20,0,4032,0.440104063,1.894736842,0.341137124
324,20,0,13824,0.39521645,1.842105263,0.312080537
325,20,0,4704,0.478611111,1.857894737,0.359589041
326,20,0,12240,0.368879731,1.868421053,0.293918919
327,20,0,423600,0.222460317,1.894736842,0.203187251
328,20,0,33696,0.451906704,1.842105263,0.300970874
329,20,0,32976,0.366933622,1.868421053,0.281954887
330,20,0,51408,0.323690476,1.857894737,0.266129032
331,20,0,49728,0.305151515,1.868421053,0.277992278
332,20,0,15072,0.447322677,1.857894737,0.322147651
333,20,0,28512,0.352806638,1.847368421,0.270758123
334,20,0,15936,0.427777778,1.868421053,0.311418685
335,20,0,76896,0.335952381,1.847368421,0.282828283
336,20,0,42960,0.400804473,1.842105263,0.292134831
337,20,0,648,0.511850649,1.863157895,0.367924528
338,20,0,69120,0.388748196,1.857894737,0.293918919
339,20,0,255624,0.300032468,1.926315789,0.266409266
340,20,0,7296,0.488636364,1.878947368,0.342281879
341,20,0,17280,0.50979132,1.842105263,0.329896907
342,20,0,6720,0.562835498,1.831578947,0.362745098
343,20,0,103680,0.455717893,1.852631579,0.3
344,20,0,28368,0.351981074,1.863157895,0.305263158
345,20,0,13104,0.339087302,1.915789474,0.311538462
346,20,0,18240,0.513394661,1.842105263,0.324324324
347,20,0,30096,0.374141414,1.878947368,0.327272727
348,20,0,3456,0.472575758,1.936842105,0.364583333
349,20,0,61416,0.397896825,1.884210526,0.312267658
350,20,0,20160,0.457272727,1.878947368,0.342281879
351,20,0,28464,0.36484127,1.863157895,0.306818182
352,20,0,1728,0.495891053,1.831578947,0.332278481
353,20,0,15840,0.364433622,1.884210526,0.323420074
354,20,0,35712,0.357604618,1.868421053,0.31294964
355,20,0,57744,0.408778999,1.831578947,0.284810127
356,20,0,34560,0.406338384,1.889473684,0.298892989
357,20,0,40512,0.478134921,1.8,0.289036545
358,20,0,30912,0.43498557,1.863157895,0.309608541
359,20,0,27648,0.355728716,1.884210526,0.302083333
360,20,0,44736,0.236190476,1.857894737,0.26744186
361,20,0,46224,0.33020757,1.863157895,0.275618375
362,20,0,54720,0.47012987,1.805263158,0.302752294
363,20,0,112896,0.318690476,1.852631579,0.272727273
364,20,0,72576,0.4025,1.931578947,0.325842697
365,20,0,43128,0.427936508,1.931578947,0.32183908
366,20,0,87456,0.256984127,1.894736842,0.25
367,20,0,17808,0.391587302,1.889473684,0.308823529
368,20,0,24960,0.317142857,1.9,0.288
369,20,0,31968,0.450306638,1.826315789,0.303921569
370,20,0,5616,0.460598291,1.863157895,0.33559322
371,20,0,27936,0.371017316,1.894736842,0.323420074
372,20,0,29808,0.440378788,1.821052632,0.290657439
373,20,0,47712,0.377423687,1.868421053,0.3099631
374,20,0,19584,0.420995671,1.826315789,0.303135889
375,20,0,132384,0.277150072,1.847368421,0.213523132
376,20,0,17760,0.437936508,1.884210526,0.323420074
377,20,0,24576,0.397478632,1.852631579,0.307420495
378,20,0,129024,0.351309524,1.905263158,0.266903915
379,20,0,2880,0.487693973,1.810526316,0.3375
380,20,0,116208,0.378968254,1.926315789,0.3
381,20,0,41088,0.447106227,1.821052632,0.294915254
382,20,0,23808,0.375079365,1.905263158,0.330882353
383,20,0,112320,0.346233211,1.915789474,0.303135889
384,20,0,25776,0.465488678,1.831578947,0.318493151
385,20,0,3744,0.51226468,1.836842105,0.365131579
386,20,0,12336,0.491132756,1.884210526,0.345724907
387,20,0,18144,0.3701443,1.905263158,0.317647059
388,20,0,21600,0.27228355,1.878947368,0.294545455
389,20,0,86352,0.306551227,1.815789474,0.225
390,20,0,77856,0.291349206,1.915789474,0.279352227
391,20,0,16224,0.440909091,1.868421053,0.330960854
392,20,0,5184,0.514801587,1.826315789,0.354098361
393,20,0,47520,0.316648629,1.910526316,0.295620438
394,20,0,46368,0.43243895,1.884210526,0.307692308
395,20,0,10320,0.46265873,1.815789474,0.306122449
396,20,0,5760,0.459891775,1.894736842,0.353535354
397,20,0,47040,0.477301587,1.815789474,0.296052632
398,20,0,29088,0.349253247,1.884210526,0.314079422
399,20,0,88464,0.243354978,1.931578947,0.282352941
400,20,0,55200,0.416926407,1.847368421,0.284210526
401,20,0,34224,0.404155844,1.836842105,0.280276817
402,20,0,252672,0.398203463,1.9,0.283216783
403,20,0,11520,0.366175214,1.863157895,0.315789474
404,20,0,93528,0.425,1.778947368,0.265306122
405,20,0,29520,0.36242341,1.905263158,0.318021201
406,20,0,15840,0.352633478,1.884210526,0.307420495
407,20,0,14832,0.411544567,1.852631579,0.319587629
408,20,0,57936,0.400515873,1.868421053,0.284090909
409,20,0,106656,0.320536686,1.857894737,0.251748252
410,20,0,51312,0.396172439,1.884210526,0.304347826
411,20,0,181728,0.296401099,1.842105263,0.221830986
412,20,0,81552,0.293737374,1.847368421,0.248120301
413,20,0,74544,0.304542125,1.873684211,0.268656716
414,20,0,34560,0.444338994,1.826315789,0.281879195
415,20,0,44640,0.314801587,1.905263158,0.283636364
416,20,0,67104,0.370436508,1.894736842,0.306569343
417,20,0,52848,0.304935065,1.894736842,0.295620438
418,20,0,3600,0.633088235,1.736842105,0.336206897
419,20,0,50784,0.340252525,1.847368421,0.261818182
420,20,0,6720,0.475448718,1.878947368,0.344594595
421,20,0,31872,0.393986569,1.842105263,0.311827957
422,20,0,11712,0.438701299,1.878947368,0.326086957
423,20,0,61440,0.337045455,1.878947368,0.289962825
424,20,0,58368,0.358888889,1.863157895,0.277777778
425,20,0,51120,0.342813853,1.863157895,0.276595745
426,20,0,37416,0.368023088,1.873684211,0.297709924
427,20,0,162960,0.281446886,1.847368421,0.257462687
428,20,0,34080,0.371500722,1.863157895,0.286764706
429,20,0,2880,0.535927961,1.815789474,0.343653251
430,20,0,22272,0.377063492,1.915789474,0.322709163
431,20,0,45216,0.308531746,1.915789474,0.29296875
432,20,0,66864,0.354285714,1.868421053,0.284090909
433,20,0,26304,0.407828283,1.852631579,0.311827957
434,20,0,30624,0.356966089,1.852631579,0.289285714
435,20,0,65664,0.401136364,1.873684211,0.303135889
436,20,0,32832,0.376861472,1.863157895,0.28057554
437,20,0,7488,0.486136364,1.8,0.32238806
438,20,0,26976,0.332619048,1.889473684,0.305454545
439,20,0,44352,0.374844322,1.873684211,0.310714286
440,20,0,2640,0.489354257,1.873684211,0.362989324
441,20,0,9072,0.469471917,1.831578947,0.32038835
442,20,0,74928,0.32544733,1.852631579,0.253846154
443,20,0,9072,0.381599512,1.868421053,0.318493151
444,20,0,4464,0.435863858,1.842105263,0.334459459
445,20,0,103272,0.309264069,1.894736842,0.263358779
446,20,0,17856,0.417045455,1.873684211,0.314685315
447,20,0,196800,0.2375,1.889473684,0.229885057
448,20,0,9120,0.451017316,1.831578947,0.326732673
449,20,0,43200,0.357187812,1.852631579,0.280276817
450,20,0,17280,0.401251804,1.894736842,0.307692308
451,20,0,69120,0.357420635,1.936842105,0.315789474
452,20,0,34272,0.409852092,1.878947368,0.318021201
453,20,0,7104,0.520381016,1.784210526,0.319148936
454,20,0,1728,0.43517316,1.857894737,0.343137255
455,20,0,10176,0.376385281,1.9,0.321428571
456,20,0,9216,0.418437951,1.873684211,0.316326531
457,20,0,8640,0.475959596,1.868421053,0.342560554
458,20,0,4680,0.545,1.847368421,0.357615894
459,20,0,1728,0.59604798,1.810526316,0.358600583
460,20,0,8928,0.550467033,1.821052632,0.329153605
461,20,0,63360,0.375119048,1.915789474,0.311111111
462,20,0,15456,0.403109668,1.842105263,0.289962825
463,20,0,1920,0.543968254,1.842105263,0.363636364
464,20,0,25632,0.354902597,1.878947368,0.281588448
465,20,0,60000,0.456587302,1.878947368,0.310714286
466,20,0,34176,0.328520924,1.905263158,0.303501946
467,20,0,16752,0.365292208,1.884210526,0.315789474
468,20,0,57888,0.363464591,1.868421053,0.29787234
469,20,0,11712,0.513863636,1.842105263,0.345394737
470,20,0,7392,0.483378852,1.773684211,0.308681672
471,20,0,6840,0.478629704,1.852631579,0.34
472,20,0,27360,0.372164502,1.878947368,0.304511278
473,20,0,18528,0.361602564,1.826315789,0.27090301
474,20,0,18912,0.404476357,1.857894737,0.316901408
475,20,0,139536,0.27015873,1.9,0.292134831
476,20,0,17760,0.429285714,1.847368421,0.334532374
477,20,0,11520,0.41030303,1.889473684,0.328621908
478,20,0,50760,0.348658009,1.863157895,0.269662921
479,20,0,26496,0.352113997,1.852631579,0.277777778
480,20,0,65376,0.329603175,1.868421053,0.2578125
481,20,0,150336,0.293293651,1.915789474,0.262773723
482,20,0,7776,0.439642857,1.857894737,0.332214765
483,20,0,27072,0.378528694,1.873684211,0.325174825
484,20,0,12096,0.454935897,1.905263158,0.349823322
485,20,0,54144,0.353354978,1.878947368,0.298892989
486,20,0,153888,0.281626984,1.905263158,0.24291498
487,20,0,107328,0.241868687,1.857894737,0.215909091
488,20,0,69528,0.324776335,1.852631579,0.260377358
489,20,0,20136,0.44047619,1.847368421,0.326086957
490,20,0,72192,0.356538462,1.868421053,0.24742268
491,20,0,41160,0.449660895,1.868421053,0.327272727
492,20,0,13056,0.404310134,1.889473684,0.322580645
493,20,0,42048,0.397575758,1.826315789,0.286219081
494,20,0,15888,0.379116162,1.847368421,0.302325581
495,20,0,57312,0.368531746,1.868421053,0.296577947
496,20,0,21024,0.26991342,1.863157895,0.257462687
497,20,0,73824,0.433146021,1.826315789,0.297945205
498,20,0,24384,0.385739538,1.847368421,0.301115242
499,20,0,19632,0.401419414,1.847368421,0.310714286
