gameId,size,#short_cut,#solutions,clutering,shortest_path,ave_rate,std_rate,median_rate
0,42,0,6,0.44047619047619047,4.4192799070847855,0.33,1.8764594320155181,0.0
1,42,0,6,0.4722222222222221,4.795586527293844,0.02,0.13999999999999999,0.0
2,42,0,6,0.4404761904761903,4.462253193960511,0.0,0.0,0.0
3,42,0,6,0.4523809523809524,4.348432055749129,0.08,0.5599999999999999,0.0
4,42,0,6,0.40476190476190477,3.7816492450638792,0.01,0.09949874371066199,0.0
5,42,0,6,0.39682539682539675,4.239256678281069,0.01,0.09949874371066199,0.0
6,42,0,6,0.4404761904761906,4.18931475029036,0.0,0.0,0.0
7,42,0,6,0.42857142857142855,4.723577235772358,0.34,1.3507035203922437,0.0
8,42,0,6,0.42857142857142866,3.83739837398374,0.28,1.8225257199831226,0.0
9,42,0,6,0.4166666666666667,4.684088269454123,0.0,0.0,0.0
10,42,0,6,0.39285714285714296,3.9558652729384436,0.24,1.9955951493226272,0.0
11,42,0,6,0.40476190476190477,3.991869918699187,0.11,0.5458021619598076,0.0
12,42,0,6,0.42460317460317465,4.397212543554007,0.02,0.19899748742132398,0.0
13,42,0,6,0.4166666666666667,3.7642276422764227,0.33,1.625146147274146,0.0
14,42,0,6,0.4404761904761904,4.116144018583043,1.37,4.696072827373954,0.0
15,42,0,6,0.40476190476190477,4.074332171893148,0.53,2.6550141242562155,0.0
16,42,0,6,0.44047619047619047,4.084785133565622,1.0,3.682390527904394,0.0
17,42,0,6,0.44047619047619047,4.796747967479675,0.01,0.09949874371066199,0.0
18,42,0,6,0.43650793650793657,3.9849012775842043,0.0,0.0,0.0
19,42,0,6,0.39285714285714285,3.861788617886179,0.06,0.3104834939252005,0.0
20,42,0,6,0.4166666666666667,3.9930313588850175,0.17,1.407515541654869,0.0
21,42,0,6,0.38095238095238093,3.8501742160278747,0.0,0.0,0.0
22,42,0,6,0.4087301587301588,4.022067363530778,0.02,0.13999999999999999,0.0
23,42,0,6,0.42063492063492075,4.0754936120789775,0.17,1.4003928020380563,0.0
24,42,0,6,0.44047619047619047,4.5807200929152145,0.01,0.09949874371066199,0.0
25,42,0,6,0.40079365079365076,3.9547038327526134,0.03,0.298496231131986,0.0
26,42,0,6,0.39285714285714285,4.219512195121951,0.0,0.0,0.0
27,42,0,6,0.44047619047619047,4.429732868757259,0.02,0.19899748742132398,0.0
28,42,0,6,0.4166666666666667,4.0824622531939605,0.07,0.2917190429162964,0.0
29,42,0,6,0.39285714285714296,3.658536585365854,0.04,0.19595917942265426,0.0
30,42,0,6,0.44047619047619047,4.824622531939605,0.07,0.6964912059746339,0.0
31,42,0,6,0.39285714285714285,3.9663182346109176,0.19,1.501299437154361,0.0
32,42,0,6,0.4047619047619048,4.420441347270615,0.05,0.32787192621510003,0.0
33,42,0,6,0.42857142857142855,4.455284552845528,0.14,1.3929824119492678,0.0
34,42,0,6,0.41666666666666674,4.0963995354239255,0.02,0.13999999999999999,0.0
35,42,0,6,0.4166666666666667,4.062717770034843,0.1,0.9000000000000004,0.0
36,42,0,6,0.42857142857142855,4.809523809523809,0.02,0.13999999999999999,0.0
