size,k,avg_rate,avg_density,avg_clustering,avg_shortest_path,avg_std_rate,avg_median_rate,avg_incomp_nodes,avg_n_comp_nodes,avg_steps
5,0,0.19999999999999996,0.4,0.0,2.0,0.0,0.8,4.0,2.2,1000.0
