gameId,size,#solutions,ave_rate,sd_rate
0,20,672,0.6909999999999996,0.1497297565616133
1,20,54,0.5290000000000001,0.14852272553383872
2,20,54,0.5754999999999998,0.024994999499899938
3,20,864,0.528,0.09495261976375376
4,20,276,0.7605,0.06053717865906869
5,20,792,0.7979999999999998,0.04995998398718717
6,20,408,0.8009999999999999,0.04998999899979994
7,20,168,0.6,0.0
8,20,576,0.5315,0.10016361614877928
9,20,216,0.7519999999999998,0.10860939185908373
10,20,156,0.5610000000000002,0.14484129245487973
11,20,84,0.6955000000000002,0.06636829062135018
12,20,84,0.491,0.15352198539622916
13,20,36,0.503,0.17872045210327778
14,20,456,0.7539999999999999,0.07200000000000002
15,20,534,0.7879999999999998,0.03472751070837067
16,20,192,0.6009999999999999,0.1478140724017845
17,20,204,0.5220000000000002,0.1536749816983883
18,20,408,0.7889999999999999,0.03505709628591621
19,20,240,0.6874999999999997,0.11924240017711821
20,20,288,0.3999999999999999,1.1102230246251565e-16
21,20,288,0.57,0.13999999999999999
22,20,168,0.4404999999999999,0.12878179219128763
23,20,1176,0.736,0.09901515035589249
24,20,108,0.39299999999999996,0.24124883419407442
25,20,96,0.304,0.23829393613770372
26,20,690,0.7545000000000001,0.0648440436740338
27,20,72,0.19999999999999996,5.551115123125783e-17
28,20,120,0.43599999999999994,0.12208193969625482
29,20,1512,0.8324999999999999,0.023848480035423607
30,20,384,0.4539999999999999,0.14623269128344726
31,20,216,0.7515000000000001,0.05676926985614665
32,20,606,0.7559999999999999,0.016248076809271934
33,20,360,0.6299999999999999,0.0979795897113271
34,20,2052,0.7885,0.041143043154341405
35,20,1152,0.6279999999999998,0.13159027319676783
36,20,204,0.5889999999999997,0.10089103032480139
37,20,780,0.7525,0.0613901457890434
38,20,36,0.38,0.11874342087037917
39,20,1620,0.7405000000000002,0.06659391864126935
40,20,144,0.5475000000000002,0.12193748398257197
41,20,120,0.7859999999999998,0.06711184694225009
42,20,1068,0.6920000000000002,0.08146164741766518
43,20,168,0.8084999999999998,0.018781639970992924
44,20,72,0.19999999999999996,5.551115123125783e-17
45,20,240,0.3,0.0
46,20,84,0.7574999999999998,0.0898262211161084
47,20,48,0.15,0.0
48,20,552,0.5980000000000002,0.19312172327317295
49,20,504,0.6539999999999998,0.08879189152169249
50,20,192,0.25,0.0
51,20,192,0.622,0.12812493902437572
52,20,72,0.19999999999999996,5.551115123125783e-17
53,20,504,0.6965000000000003,0.06937398647908308
54,20,492,0.8244999999999999,0.02499499949989994
55,20,126,0.7615,0.05909949238360682
56,20,108,0.3,0.0
57,20,234,0.4809999999999999,0.1728843544106869
58,20,90,0.6025,0.12295832627357935
59,20,288,0.3,0.0
60,20,384,0.4134999999999999,0.07676424949154391
61,20,36,0.6535,0.1010581515762088
62,20,576,0.4700000000000002,0.08717797887081347
63,20,36,0.42,0.17349351572897473
64,20,192,0.3999999999999999,1.1102230246251565e-16
65,20,204,0.7190000000000002,0.08239538822045807
66,20,852,0.7879999999999998,0.04853864439804637
67,20,456,0.8079999999999999,0.018330302779823338
68,20,48,0.292,0.15308820986607688
69,20,78,0.731,0.08419619943916709
70,20,420,0.8139999999999997,0.022449944320643615
71,20,144,0.45849999999999996,0.2724018171745556
72,20,384,0.7689999999999999,0.03923009049186606
73,20,960,0.6900000000000003,0.07999999999999999
74,20,48,0.15,0.0
75,20,180,0.435,0.1878163997099295
76,20,336,0.3999999999999999,1.1102230246251565e-16
77,20,24,0.1779999999999999,0.13717142559585796
78,20,720,0.5420000000000001,0.1683330033000065
79,20,432,0.3999999999999999,1.1102230246251565e-16
