size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate
11,10,1.0,1.0,1.0,1.0,0.0,0.0
12,10,0.9808,0.9090909090909091,0.8888888888888892,1.0909090909090908,0.014945233353815535,0.0
13,10,0.9980000000000001,0.8333333333333333,0.8000000000000002,1.1666666666666667,0.004000000000000004,0.0
14,10,0.9996,0.7692307692307694,0.7333333333333332,1.2307692307692308,0.0019595917942265445,0.0
15,10,0.9996,0.7142857142857143,0.6888888888888889,1.2857142857142858,0.0019595917942265445,0.0
16,10,1.0,0.6666666666666667,0.6666666666666665,1.3333333333333335,0.0,0.0
17,10,1.0,0.625,0.6666666666666665,1.375,0.0,0.0
18,10,1.0,0.5882352941176471,0.6666666666666665,1.411764705882353,0.0,0.0
19,10,1.0,0.5555555555555556,0.6666666666666664,1.4444444444444442,0.0,0.0
20,10,1.0,0.5263157894736843,0.6666666666666664,1.4736842105263157,0.0,0.0
21,10,1.0,0.5,0.6666666666666664,1.5,0.0,0.0
22,10,1.0,0.4761904761904761,0.6666666666666664,1.5714285714285714,0.0,0.0
23,10,1.0,0.45454545454545453,0.6666666666666664,1.6363636363636362,0.0,0.0
24,10,1.0,0.43478260869565216,0.6666666666666664,1.6956521739130437,0.0,0.0
25,10,0.9996,0.41666666666666663,0.6666666666666664,1.75,0.0019595917942265445,0.0
26,10,1.0,0.4000000000000001,0.6666666666666665,1.8,0.0,0.0
27,10,1.0,0.3846153846153847,0.6666666666666665,1.846153846153846,0.0,0.0
28,10,1.0,0.3703703703703704,0.6666666666666667,1.8888888888888886,0.0,0.0
29,10,1.0,0.35714285714285715,0.6666666666666667,1.9285714285714286,0.0,0.0
30,10,1.0,0.3448275862068966,0.6666666666666667,1.9655172413793103,0.0,0.0
31,10,1.0,0.33333333333333337,0.6666666666666667,2.0,0.0,0.0
32,10,1.0,0.3225806451612903,0.6666666666666667,2.064516129032258,0.0,0.0
33,10,1.0,0.3125,0.6666666666666667,2.125,0.0,0.0
34,10,1.0,0.30303030303030304,0.6666666666666669,2.1818181818181817,0.0,0.0
35,10,1.0,0.29411764705882354,0.6666666666666669,2.235294117647059,0.0,0.0
36,10,1.0,0.2857142857142857,0.6666666666666669,2.2857142857142856,0.0,0.0
37,10,1.0,0.2777777777777778,0.6666666666666669,2.3333333333333335,0.0,0.0
38,10,1.0,0.2702702702702703,0.666666666666667,2.3783783783783785,0.0,0.0
39,10,1.0,0.26315789473684215,0.666666666666667,2.4210526315789473,0.0,0.0
40,10,1.0,0.2564102564102564,0.666666666666667,2.4615384615384617,0.0,0.0
41,10,1.0,0.25,0.666666666666667,2.5,0.0,0.0
42,10,1.0,0.24390243902439024,0.666666666666667,2.5609756097560976,0.0,0.0
43,10,1.0,0.23809523809523805,0.6666666666666672,2.619047619047619,0.0,0.0
44,10,1.0,0.23255813953488375,0.6666666666666672,2.674418604651163,0.0,0.0
45,10,1.0,0.22727272727272727,0.6666666666666672,2.7272727272727275,0.0,0.0
46,10,1.0,0.2222222222222222,0.6666666666666672,2.7777777777777772,0.0,0.0
47,10,1.0,0.21739130434782608,0.6666666666666672,2.8260869565217392,0.0,0.0
48,10,1.0,0.2127659574468085,0.6666666666666672,2.872340425531915,0.0,0.0
49,10,1.0,0.20833333333333331,0.6666666666666672,2.916666666666667,0.0,0.0
50,10,1.0,0.20408163265306123,0.666666666666667,2.9591836734693873,0.0,0.0
