size,k,avg_rate,avg_density,avg_clustering,avg_shortest_path,avg_std_rate,avg_median_rate,avg_incomp_nodes,avg_n_comp_nodes,avg_steps
13,5,0.9961538461538462,0.28205128205128205,0.39267399267399267,1.9230769230769231,0.0,0.0,0.05,0.016666666666666666,0.016666666666666666,303.8
13,6,0.8807692307692307,0.28205128205128205,0.33076923076923076,2.0128205128205128,0.0,0.15384615384615385,1.5499999999999998,0.5333333333333334,0.3164109861631068,2781.75
13,7,0.9,0.28205128205128205,0.2076923076923077,2.0128205128205128,0.0,0.07692307692307693,1.3,0.4333333333333334,0.3552284749830793,4513.65
13,8,0.8461538461538461,0.28205128205128205,0.3692307692307693,1.8333333333333333,0.0,0.15384615384615385,1.9999999999999998,0.6666666666666665,0.4714045207910316,5000.0
13,9,0.9461538461538461,0.28205128205128205,0.5549450549450549,1.9487179487179487,0.0,0.07692307692307693,0.7,0.2333333333333333,0.2333333333333333,3516.25
13,10,0.9115384615384615,0.28205128205128205,0.33406593406593404,1.8974358974358974,0.0,0.07692307692307693,1.15,0.3999999999999999,0.35797847774365116,4750.5
13,11,0.8269230769230769,0.28205128205128205,0.16117216117216118,1.8974358974358974,0.0,0.15384615384615385,2.25,0.7499999999999999,0.4946784139847698,5000.0
13,12,0.8846153846153846,0.28205128205128205,0.40604395604395604,1.9615384615384615,0.0,0.15384615384615385,1.5,0.5,0.37307960518083716,4290.05
13,13,0.6923076923076923,0.28205128205128205,0.35732600732600733,1.9230769230769231,0.0,0.3076923076923077,3.9999999999999996,1.3833333333333333,0.698954232219896,5000.0
13,14,0.9115384615384615,0.28205128205128205,0.5573260073260073,1.935897435897436,0.0,0.07692307692307693,1.15,0.3833333333333333,0.3345177968644245,4504.3
14,0,0.7035714285714286,0.26373626373626374,0.195578231292517,1.934065934065934,0.0,0.2857142857142857,4.1499999999999995,1.3999999999999997,0.6892325873927325,5000.0
14,1,0.9107142857142857,0.26373626373626374,0.4960884353741496,1.967032967032967,0.0,0.07142857142857142,1.2499999999999998,0.4333333333333334,0.3522593819018575,4273.95
14,2,0.7964285714285715,0.26373626373626374,0.1554421768707483,1.978021978021978,0.0,0.21428571428571427,2.85,0.9666666666666666,0.5530135265415506,4757.2
14,3,0.7857142857142857,0.26373626373626374,0.3178571428571429,1.934065934065934,0.0,0.21428571428571427,3.0,1.0666666666666667,0.6251795315372458,5000.0
14,4,0.8464285714285714,0.26373626373626374,0.4360544217687075,1.989010989010989,0.0,0.14285714285714285,2.15,0.7666666666666664,0.5266488458086156,5000.0
14,5,0.825,0.26373626373626374,0.4840136054421768,2.021978021978022,0.0,0.14285714285714285,2.4499999999999997,0.8333333333333333,0.5310374231573041,5000.0
14,6,0.8392857142857143,0.26373626373626374,0.5532467532467533,1.835164835164835,0.0,0.14285714285714285,2.25,0.7666666666666666,0.5115885314761252,5000.0
14,7,0.8107142857142857,0.26373626373626374,0.3358843537414966,1.934065934065934,0.0,0.21428571428571427,2.65,0.95,0.5898387775962778,5000.0
14,8,0.8214285714285714,0.26373626373626374,0.191156462585034,2.021978021978022,0.0,0.14285714285714285,2.4999999999999996,0.9,0.5650189137746106,5000.0
14,9,0.5964285714285714,0.26373626373626374,0.1782312925170068,1.978021978021978,0.0,0.35714285714285715,5.65,1.9166666666666665,0.8084189279588058,5000.0
14,10,0.8571428571428572,0.26373626373626374,0.3299319727891156,1.978021978021978,0.0,0.14285714285714285,2.0,0.7333333333333332,0.5261948151328113,5000.0
14,11,0.8357142857142857,0.26373626373626374,0.3404761904761905,1.978021978021978,0.0,0.14285714285714285,2.3,0.7833333333333333,0.5013384421517451,4751.45
14,12,0.7857142857142857,0.26373626373626374,0.4899814471243042,1.8241758241758241,0.0,0.21428571428571427,3.0,1.0666666666666667,0.6251795315372458,5000.0
14,13,0.9642857142857143,0.26373626373626374,0.584126984126984,1.9230769230769231,0.0,0.0,0.5,0.16666666666666666,0.14714045207910315,2088.15
14,14,0.8464285714285714,0.26373626373626374,0.2758503401360545,1.9230769230769231,0.0,0.21428571428571427,2.1500000000000004,0.7333333333333333,0.45390165722682846,4264.3
15,0,0.8666666666666667,0.24761904761904763,0.513073593073593,1.9238095238095239,0.0,0.13333333333333333,2.0,0.7499999999999999,0.5398923887182562,5000.0
15,1,0.8833333333333333,0.24761904761904763,0.38666666666666666,1.980952380952381,0.0,0.13333333333333333,1.75,0.6166666666666666,0.3911127937126248,3524.7
15,2,1.0,0.24761904761904763,0.6422222222222221,2.0285714285714285,0.0,0.0,0.0,0.0,0.0,125.7
15,3,0.94,0.24761904761904763,0.5662626262626262,1.9333333333333333,0.0,0.06666666666666667,0.8999999999999999,0.29999999999999993,0.25118446353109125,3282.55
15,4,0.8166666666666667,0.24761904761904763,0.4111111111111111,1.9619047619047618,0.0,0.2,2.7500000000000004,1.0,0.6123906680230422,5000.0
15,5,0.78,0.24761904761904763,0.35481481481481486,1.9619047619047618,0.0,0.2,3.3000000000000003,1.15,0.6376275477217961,5000.0
15,6,0.7999999999999999,0.24761904761904763,0.35888888888888887,1.9619047619047618,0.0,0.2,3.0000000000000004,1.1166666666666667,0.6582693336646696,5000.0
15,7,0.8466666666666667,0.24761904761904763,0.13999999999999999,2.066666666666667,0.0,0.13333333333333333,2.3,0.7999999999999998,0.5004558312962346,4755.85
15,8,0.6933333333333334,0.24761904761904763,0.1514285714285714,2.019047619047619,0.0,0.3333333333333333,4.599999999999999,1.5999999999999999,0.752424239419604,5000.0
15,9,0.9033333333333333,0.24761904761904763,0.38666666666666666,1.9904761904761905,0.0,0.1,1.45,0.5,0.3295206234083836,3267.35
15,10,0.8666666666666667,0.24761904761904763,0.46835978835978836,1.9238095238095239,0.0,0.13333333333333333,2.0,0.7499999999999998,0.5360674675869179,5000.0
15,11,0.8233333333333333,0.24761904761904763,0.4591534391534392,1.9333333333333333,0.0,0.2,2.6500000000000004,0.9,0.5062845526795742,4458.3
15,12,0.8333333333333333,0.24761904761904763,0.307037037037037,2.0285714285714285,0.0,0.2,2.5000000000000004,0.8666666666666668,0.4938950187271371,4038.95
15,13,1.0,0.24761904761904763,0.6433333333333332,1.9714285714285715,0.0,0.0,0.0,0.0,0.0,235.0
15,14,0.6666666666666667,0.24761904761904763,0.2473015873015873,2.057142857142857,0.0,0.3333333333333333,4.999999999999999,1.7999999999999996,0.82260118743883,5000.0
16,0,0.7875,0.23333333333333334,0.4871617965367965,1.9666666666666666,0.0,0.1875,3.4,1.1999999999999997,0.6551679599545632,5000.0
16,1,0.875,0.23333333333333334,0.43224206349206346,2.0,0.0,0.125,2.0,0.7333333333333332,0.522369894001473,5000.0
16,2,0.6875,0.23333333333333334,0.16785714285714287,2.075,0.0,0.3125,5.0,1.75,0.7910218284368524,5000.0
16,3,0.8625,0.23333333333333334,0.2785714285714286,1.9916666666666667,0.0,0.125,2.2,0.7833333333333333,0.5189704820288532,4763.9
16,4,0.853125,0.23333333333333334,0.5627435064935066,1.95,0.0,0.125,2.35,0.8166666666666667,0.5341404219028896,5000.0
16,5,0.853125,0.23333333333333334,0.37023809523809526,2.0083333333333333,0.0,0.1875,2.35,0.7833333333333334,0.41100423396407304,3316.05
16,6,0.846875,0.23333333333333334,0.5563582251082251,1.975,0.0,0.125,2.45,0.8666666666666666,0.5521699096978228,5000.0
16,7,0.875,0.23333333333333334,0.36969246031746034,1.9833333333333334,0.0,0.125,2.0,0.7333333333333332,0.5261948151328113,5000.0
16,8,0.925,0.23333333333333334,0.5332837301587301,2.058333333333333,0.0,0.0625,1.2,0.4333333333333333,0.371785596489421,4545.25
16,9,0.7875,0.23333333333333334,0.22658730158730161,2.0166666666666666,0.0,0.1875,3.4,1.1999999999999997,0.6507209807549826,5000.0
16,10,0.803125,0.23333333333333334,0.403125,2.0166666666666666,0.0,0.1875,3.15,1.0666666666666669,0.5828464132114732,4751.3
16,11,0.896875,0.23333333333333334,0.4236607142857142,2.1166666666666667,0.0,0.0625,1.65,0.6000000000000001,0.4636854242877947,5000.0
16,12,0.965625,0.23333333333333334,0.6606150793650793,1.9916666666666667,0.0,0.0625,0.55,0.2,0.2,2822.95
16,13,0.85625,0.23333333333333334,0.25089285714285714,2.1666666666666665,0.0,0.125,2.3,0.85,0.5475623224097054,4753.2
16,14,0.84375,0.23333333333333334,0.4133928571428571,1.9916666666666667,0.0,0.15625,2.5,0.95,0.6105172334609922,5000.0
17,0,0.8235294117647058,0.22058823529411764,0.6016042780748663,1.9558823529411764,0.0,0.17647058823529413,2.9999999999999996,1.0999999999999999,0.6490941627110558,5000.0
17,1,0.8588235294117648,0.22058823529411764,0.4791783380018674,2.073529411764706,0.0,0.17647058823529413,2.3999999999999995,0.8333333333333333,0.5374785217660714,5000.0
17,2,0.8029411764705883,0.22058823529411764,0.36760037348272645,2.0661764705882355,0.0,0.17647058823529413,3.35,1.1833333333333331,0.6552454769183815,5000.0
17,3,0.9411764705882353,0.22058823529411764,0.4251633986928105,2.1470588235294117,0.0,0.058823529411764705,0.9999999999999999,0.35,0.26547005383792516,3052.9
17,4,0.6970588235294117,0.22058823529411764,0.1560690943043884,2.0661764705882355,0.0,0.29411764705882354,5.1499999999999995,1.8999999999999992,0.857290514153469,5000.0
17,5,0.8088235294117647,0.22058823529411764,0.3559969442322384,1.9926470588235294,0.0,0.20588235294117646,3.2500000000000004,1.0999999999999999,0.5599415267996952,4269.05
17,6,0.9705882352941176,0.22058823529411764,0.4873949579831933,2.0588235294117645,0.0,0.0,0.49999999999999994,0.19999999999999998,0.18047378541243647,2051.65
17,7,0.9029411764705882,0.22058823529411764,0.3448179271708684,2.1470588235294117,0.0,0.11764705882352941,1.6500000000000001,0.55,0.3987345747344081,4539.55
17,8,0.8411764705882353,0.22058823529411764,0.2774509803921568,2.0808823529411766,0.0,0.17647058823529413,2.6999999999999997,0.95,0.5806070238846849,5000.0
17,9,0.8823529411764706,0.22058823529411764,0.45901027077497664,2.0294117647058822,0.0,0.11764705882352941,2.0,0.7666666666666666,0.553589962303701,5000.0
17,10,0.8823529411764706,0.22058823529411764,0.5467571644042232,1.9558823529411764,0.0,0.11764705882352941,2.0,0.6999999999999998,0.4987996679619215,5000.0
17,11,0.8235294117647058,0.22058823529411764,0.576114081996435,1.9044117647058822,0.0,0.17647058823529413,2.9999999999999996,1.1166666666666667,0.6582693336646696,5000.0
17,12,0.8176470588235294,0.22058823529411764,0.2728291316526611,2.1029411764705883,0.0,0.17647058823529413,3.0999999999999996,1.0833333333333335,0.6213997110583517,5000.0
17,13,0.8911764705882353,0.22058823529411764,0.37703081232492996,2.1544117647058822,0.0,0.058823529411764705,1.8499999999999999,0.6666666666666666,0.4426538920568457,4286.5
17,14,0.8235294117647058,0.22058823529411764,0.4612936083524319,1.9852941176470589,0.0,0.17647058823529413,2.9999999999999996,1.0666666666666667,0.6251795315372458,5000.0
18,0,0.7694444444444444,0.20915032679738563,0.28597883597883594,2.1437908496732025,0.0,0.2222222222222222,4.15,1.4333333333333331,0.7107576310948855,5000.0
18,1,0.8972222222222223,0.20915032679738563,0.25740740740740736,2.2091503267973858,0.0,0.1111111111111111,1.85,0.6499999999999998,0.42696118945137557,4105.05
18,2,0.9055555555555556,0.20915032679738563,0.2994708994708995,2.130718954248366,0.0,0.1111111111111111,1.7000000000000002,0.5666666666666667,0.394268754860556,4310.9
18,3,0.9444444444444444,0.20915032679738563,0.6252204585537918,2.1176470588235294,0.0,0.05555555555555555,1.0,0.38333333333333325,0.38333333333333325,5000.0
18,4,0.8888888888888888,0.20915032679738563,0.37808641975308643,2.0588235294117645,0.0,0.1111111111111111,2.0,0.7,0.49879966796192143,5000.0
18,5,0.8222222222222223,0.20915032679738563,0.3232804232804233,2.2091503267973858,0.0,0.16666666666666666,3.1999999999999993,1.1833333333333331,0.6762798200228894,5000.0
18,6,0.9444444444444444,0.20915032679738563,0.2613756613756614,2.150326797385621,0.0,0.0,1.0,0.3333333333333333,0.20653841409022106,2100.8
18,7,0.8388888888888889,0.20915032679738563,0.3068342151675485,2.0392156862745097,0.0,0.16666666666666666,2.899999999999999,1.0166666666666664,0.6010213691575262,5000.0
18,8,0.9472222222222222,0.20915032679738563,0.434700176366843,2.084967320261438,0.0,0.05555555555555555,0.9499999999999998,0.3666666666666666,0.31463858629184743,3574.25
18,9,0.8333333333333334,0.20915032679738563,0.3792768959435626,2.084967320261438,0.0,0.16666666666666666,2.999999999999999,1.0833333333333333,0.6343547024908596,5000.0
18,10,0.9194444444444444,0.20915032679738563,0.3116402116402116,2.111111111111111,0.0,0.05555555555555555,1.4500000000000002,0.4833333333333334,0.3142734410091836,3408.0
18,11,0.8083333333333333,0.20915032679738563,0.322310405643739,2.1241830065359477,0.0,0.2777777777777778,3.4499999999999997,1.2166666666666666,0.5555693135807612,3581.0
18,12,0.9,0.20915032679738563,0.35895061728395056,2.150326797385621,0.0,0.1111111111111111,1.8,0.6333333333333332,0.45165921588281827,4508.2
18,13,0.663888888888889,0.20915032679738563,0.23443562610229277,2.084967320261438,0.0,0.3333333333333333,6.05,2.2,0.919254343520849,5000.0
18,14,0.8638888888888889,0.20915032679738563,0.30493827160493825,2.052287581699346,0.0,0.16666666666666666,2.4499999999999997,0.8833333333333332,0.5539337187183269,4819.7
19,0,0.8947368421052632,0.19883040935672514,0.43542188805346704,2.146198830409357,0.0,0.10526315789473684,2.0,0.7333333333333334,0.48699137897303124,4514.3
19,1,0.8421052631578947,0.19883040935672514,0.5179691653375864,2.046783625730994,0.0,0.15789473684210525,3.0,1.0666666666666664,0.6251795315372458,5000.0
19,2,0.8605263157894737,0.19883040935672514,0.4864965443912813,2.046783625730994,0.0,0.15789473684210525,2.65,0.95,0.5877541144634794,5000.0
19,3,0.9578947368421052,0.19883040935672514,0.5349168375484166,2.0760233918128654,0.0,0.05263157894736842,0.7999999999999999,0.31666666666666665,0.2619129440353144,2887.45
19,4,0.7894736842105263,0.19883040935672514,0.3247702589807852,2.087719298245614,0.0,0.21052631578947367,3.9999999999999987,1.4333333333333331,0.7290880484071123,5000.0
19,5,0.6552631578947369,0.19883040935672514,0.02531328320802005,2.175438596491228,0.0,0.3421052631578947,6.549999999999999,2.1833333333333336,0.8489417417513059,5000.0
19,6,0.9578947368421052,0.19883040935672514,0.42297410192147045,2.1403508771929824,0.0,0.05263157894736842,0.7999999999999999,0.29999999999999993,0.260947570824873,3206.5
19,7,0.8947368421052632,0.19883040935672514,0.40037593984962405,2.146198830409357,0.0,0.10526315789473684,2.0,0.7500000000000001,0.524547081355528,5000.0
19,8,0.9157894736842105,0.19883040935672514,0.3142857142857142,2.2982456140350878,0.0,0.10526315789473684,1.5999999999999999,0.6333333333333333,0.41063892791896733,3470.7
19,9,0.763157894736842,0.19883040935672514,0.26324143692564733,2.1695906432748537,0.0,0.2631578947368421,4.5,1.6333333333333333,0.7709565586373504,4758.05
19,10,0.8526315789473684,0.19883040935672514,0.30200501253132833,2.2046783625730995,0.0,0.15789473684210525,2.8000000000000003,0.9833333333333332,0.4661710753128306,3340.75
19,11,0.8894736842105263,0.19883040935672514,0.34433811802232855,2.1169590643274856,0.0,0.10526315789473684,2.0999999999999996,0.7,0.4089194904500538,3888.75
19,12,0.8157894736842105,0.19883040935672514,0.320745044429255,2.0350877192982457,0.0,0.18421052631578946,3.5,1.2,0.6421706905020327,5000.0
19,13,0.7842105263157895,0.19883040935672514,0.17706766917293235,2.1403508771929824,0.0,0.2631578947368421,4.099999999999999,1.4333333333333331,0.6783039191508692,4529.0
19,14,0.8368421052631578,0.19883040935672514,0.4985418090681249,2.087719298245614,0.0,0.15789473684210525,3.1,1.0666666666666667,0.6068706699268291,5000.0
20,0,0.86,0.18947368421052632,0.3130952380952381,2.2,0.0,0.15,2.8,0.9833333333333332,0.5863261197264786,5000.0
20,1,0.8325,0.18947368421052632,0.3871825396825397,2.142105263157895,0.0,0.15,3.35,1.1999999999999997,0.6648132050336295,5000.0
20,2,0.8374999999999999,0.18947368421052632,0.3864102564102564,2.1,0.0,0.15,3.250000000000001,1.1833333333333331,0.6702284683444876,5000.0
20,3,0.73,0.18947368421052632,0.23011904761904764,2.1210526315789475,0.0,0.25,5.3999999999999995,1.9166666666666665,0.8401308690478231,5000.0
20,4,0.8325,0.18947368421052632,0.2772222222222222,2.2473684210526317,0.0,0.15,3.3500000000000005,1.2666666666666666,0.687530665954371,4848.95
20,5,0.75,0.18947368421052632,0.23350649350649352,2.1578947368421053,0.0,0.25,5.0,1.7833333333333328,0.8144645596786765,5000.0
20,6,0.7324999999999999,0.18947368421052632,0.1934920634920635,2.1526315789473682,0.0,0.25,5.3500000000000005,1.9666666666666663,0.8739873630559396,5000.0
20,7,0.895,0.18947368421052632,0.3291666666666666,2.110526315789474,0.0,0.1,2.1,0.7000000000000001,0.45528513812227933,4774.05
20,8,0.8625,0.18947368421052632,0.3301298701298701,2.1473684210526316,0.0,0.125,2.75,0.9833333333333332,0.5076496272570725,3830.7
20,9,0.945,0.18947368421052632,0.26904761904761904,2.2526315789473683,0.0,0.05,1.1,0.36666666666666664,0.25284739862324657,2983.65
20,10,0.8525,0.18947368421052632,0.2777272727272727,2.068421052631579,0.0,0.1,2.95,1.1,0.6326356941359991,5000.0
20,11,0.7825,0.18947368421052632,0.36448412698412697,2.231578947368421,0.0,0.2,4.3500000000000005,1.4833333333333332,0.7120401398505741,5000.0
20,12,0.7575,0.18947368421052632,0.29440476190476195,2.221052631578947,0.0,0.25,4.8500000000000005,1.7833333333333332,0.8192209033816205,5000.0
20,13,0.8075,0.18947368421052632,0.3576839826839827,2.068421052631579,0.0,0.2,3.85,1.4,0.6948940784645561,4759.9
20,14,0.8225,0.18947368421052632,0.2661904761904762,2.205263157894737,0.0,0.2,3.55,1.2333333333333332,0.6110898869314938,4552.0
21,0,0.9761904761904762,0.18095238095238095,0.443963443963444,2.1809523809523808,0.0,0.023809523809523808,0.5,0.16666666666666669,0.16666666666666669,2781.9
21,1,0.9571428571428572,0.18095238095238095,0.42853019995877145,2.1523809523809523,0.0,0.0,0.9,0.36666666666666664,0.2630974075664057,2614.55
21,2,0.9047619047619048,0.18095238095238095,0.36450216450216455,2.2142857142857144,0.0,0.09523809523809523,2.0000000000000004,0.7499999999999999,0.5398923887182562,5000.0
21,3,0.9047619047619048,0.18095238095238095,0.4074933003504431,2.1523809523809523,0.0,0.047619047619047616,2.0,0.7166666666666668,0.45808802290397627,4785.4
21,4,0.7619047619047619,0.18095238095238095,0.12142857142857141,2.223809523809524,0.0,0.23809523809523808,5.0,1.7666666666666664,0.8034095432963764,5000.0
21,5,0.8476190476190476,0.18095238095238095,0.27692307692307694,2.1333333333333333,0.0,0.14285714285714285,3.1999999999999997,1.1666666666666665,0.6181785756593963,4546.6
21,6,0.9261904761904762,0.18095238095238095,0.48614031471174324,2.1857142857142855,0.0,0.09523809523809523,1.55,0.5333333333333332,0.38231135889243006,4077.95
21,7,0.8642857142857143,0.18095238095238095,0.20589569160997737,2.280952380952381,0.0,0.09523809523809523,2.8500000000000005,0.9833333333333334,0.5690044429944856,5000.0
21,8,0.7761904761904762,0.18095238095238095,0.3122174122174122,2.176190476190476,0.0,0.23809523809523808,4.7,1.6666666666666665,0.7795327542335511,5000.0
21,9,0.8928571428571429,0.18095238095238095,0.3315018315018315,2.157142857142857,0.0,0.09523809523809523,2.25,0.7666666666666666,0.4912996617793343,4770.05
21,10,0.8357142857142856,0.18095238095238095,0.2749433106575964,2.204761904761905,0.0,0.16666666666666666,3.4500000000000006,1.2166666666666666,0.6597612679125224,5000.0
21,11,0.7880952380952381,0.18095238095238095,0.26205593348450484,2.2142857142857144,0.0,0.19047619047619047,4.45,1.65,0.8048787242454771,5000.0
