gameId,size,#short_cut,#solutions,clutering,shortest_path,ave_rate,std_rate,median_rate
0,42,0,6,0.44047619047619047,4.4192799070847855,0.0,0.0,0.0
1,42,0,6,0.4722222222222221,4.795586527293844,0.0,0.0,0.0
2,42,0,6,0.4404761904761903,4.462253193960511,0.0,0.0,0.0
3,42,0,6,0.4523809523809524,4.348432055749129,0.0,0.0,0.0
4,42,0,6,0.40476190476190477,3.7816492450638792,0.0,0.0,0.0
5,42,0,6,0.39682539682539675,4.239256678281069,0.0,0.0,0.0
6,42,0,6,0.4404761904761906,4.18931475029036,0.0,0.0,0.0
7,42,0,6,0.42857142857142855,4.723577235772358,0.0,0.0,0.0
8,42,0,6,0.42857142857142866,3.83739837398374,0.0,0.0,0.0
9,42,0,6,0.4166666666666667,4.684088269454123,0.0,0.0,0.0
10,42,0,6,0.39285714285714296,3.9558652729384436,0.0,0.0,0.0
11,42,0,6,0.40476190476190477,3.991869918699187,0.0,0.0,0.0
12,42,0,6,0.42460317460317465,4.397212543554007,0.0,0.0,0.0
13,42,0,6,0.4166666666666667,3.7642276422764227,0.0,0.0,0.0
14,42,0,6,0.4404761904761904,4.116144018583043,0.0,0.0,0.0
15,42,0,6,0.40476190476190477,4.074332171893148,0.0,0.0,0.0
16,42,0,6,0.44047619047619047,4.084785133565622,0.0,0.0,0.0
17,42,0,6,0.44047619047619047,4.796747967479675,0.0,0.0,0.0
18,42,0,6,0.43650793650793657,3.9849012775842043,0.0,0.0,0.0
19,42,0,6,0.39285714285714285,3.861788617886179,0.0,0.0,0.0
20,42,0,6,0.4166666666666667,3.9930313588850175,0.0,0.0,0.0
21,42,0,6,0.38095238095238093,3.8501742160278747,0.0,0.0,0.0
22,42,0,6,0.4087301587301588,4.022067363530778,0.0,0.0,0.0
23,42,0,6,0.42063492063492075,4.0754936120789775,0.0,0.0,0.0
24,42,0,6,0.44047619047619047,4.5807200929152145,0.0,0.0,0.0
25,42,0,6,0.40079365079365076,3.9547038327526134,0.0,0.0,0.0
26,42,0,6,0.39285714285714285,4.219512195121951,0.0,0.0,0.0
27,42,0,6,0.44047619047619047,4.429732868757259,0.0,0.0,0.0
28,42,0,6,0.4166666666666667,4.0824622531939605,0.0,0.0,0.0
29,42,0,6,0.39285714285714296,3.658536585365854,0.0,0.0,0.0
30,42,0,6,0.44047619047619047,4.824622531939605,0.0,0.0,0.0
31,42,0,6,0.39285714285714285,3.9663182346109176,0.0,0.0,0.0
32,42,0,6,0.4047619047619048,4.420441347270615,0.0,0.0,0.0
33,42,0,6,0.42857142857142855,4.455284552845528,0.0,0.0,0.0
34,42,0,6,0.41666666666666674,4.0963995354239255,0.0,0.0,0.0
35,42,0,6,0.4166666666666667,4.062717770034843,0.0,0.0,0.0
36,42,0,6,0.42857142857142855,4.809523809523809,0.0,0.0,0.0
37,42,0,6,0.4166666666666667,3.846689895470383,0.0,0.0,0.0
38,42,0,6,0.40476190476190477,3.932636469221835,0.0,0.0,0.0
39,42,0,6,0.4523809523809523,4.72938443670151,0.0,0.0,0.0
40,42,0,6,0.41666666666666674,3.8548199767711964,0.0,0.0,0.0
41,42,0,6,0.4642857142857143,5.120789779326365,0.0,0.0,0.0
42,42,0,6,0.39285714285714296,3.9558652729384436,0.0,0.0,0.0
43,42,0,6,0.44047619047619047,4.692218350754936,0.0,0.0,0.0
44,42,0,6,0.4166666666666667,3.8815331010452963,0.0,0.0,0.0
45,42,0,6,0.40476190476190477,3.922183507549361,0.0,0.0,0.0
46,42,0,6,0.4166666666666667,4.008130081300813,0.0,0.0,0.0
47,42,0,6,0.42857142857142855,4.056910569105691,0.0,0.0,0.0
48,42,0,6,0.476190476190476,5.314750290360046,0.0,0.0,0.0
49,42,0,6,0.43650793650793657,4.141695702671313,0.0,0.0,0.0
50,42,0,6,0.44047619047619047,4.228803716608595,0.0,0.0,0.0
51,42,0,6,0.42857142857142866,4.572590011614402,0.0,0.0,0.0
52,42,0,6,0.4166666666666667,3.823461091753775,0.0,0.0,0.0
53,42,0,6,0.40476190476190477,3.932636469221835,0.0,0.0,0.0
54,42,0,6,0.40476190476190477,3.9175377468060395,0.0,0.0,0.0
55,42,0,6,0.44047619047619047,4.564459930313589,0.0,0.0,0.0
56,42,0,6,0.4166666666666666,4.311265969802555,0.0,0.0,0.0
57,42,0,6,0.4484126984126984,4.246225319396051,0.0,0.0,0.0
58,42,0,6,0.44047619047619047,4.911730545876887,0.0,0.0,0.0
59,42,0,6,0.4166666666666667,4.024390243902439,0.0,0.0,0.0
60,42,0,6,0.40476190476190477,3.9790940766550524,0.0,0.0,0.0
61,42,0,6,0.44047619047619047,4.279907084785133,0.0,0.0,0.0
