size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate
8,7,0.9336,0.8571428571428571,0.8,1.1428571428571428,0.022606193841511642,0.0
9,7,0.9867999999999999,0.75,0.6666666666666667,1.25,0.01085172797300044,0.0
10,7,0.9932,0.6666666666666667,0.5999999999999999,1.3333333333333335,0.008352245207128448,0.0
11,7,0.9976,0.6,0.5999999999999999,1.3999999999999997,0.004270831300812529,0.0
12,7,0.9972,0.5454545454545454,0.5999999999999999,1.4545454545454544,0.004489988864128734,0.0
13,7,0.9976,0.5,0.5999999999999999,1.5,0.004270831300812529,0.0
14,7,0.9987999999999999,0.4615384615384615,0.5999999999999999,1.6153846153846154,0.0032496153618543876,0.0
15,7,0.9992,0.42857142857142855,0.5999999999999999,1.7142857142857142,0.00271293199325011,0.0
16,7,0.9992,0.4000000000000001,0.5999999999999999,1.8,0.00271293199325011,0.0
17,7,0.9996,0.375,0.5999999999999999,1.875,0.0019595917942265445,0.0
18,7,0.9996,0.35294117647058826,0.5999999999999999,1.941176470588235,0.0019595917942265445,0.0
19,7,0.9996,0.33333333333333337,0.5999999999999999,2.0,0.0019595917942265445,0.0
20,7,1.0,0.3157894736842105,0.5999999999999999,2.105263157894737,0.0,0.0
21,7,1.0,0.3,0.5999999999999999,2.2,0.0,0.0
22,7,1.0,0.2857142857142857,0.5999999999999998,2.2857142857142856,0.0,0.0
23,7,1.0,0.2727272727272727,0.5999999999999998,2.363636363636364,0.0,0.0
24,7,1.0,0.2608695652173913,0.5999999999999998,2.4347826086956523,0.0,0.0
25,7,1.0,0.25,0.5999999999999998,2.5,0.0,0.0
26,7,1.0,0.24,0.5999999999999998,2.6,0.0,0.0
27,7,0.9996,0.23076923076923075,0.5999999999999999,2.692307692307692,0.0019595917942265445,0.0
28,7,1.0,0.2222222222222222,0.5999999999999999,2.7777777777777772,0.0,0.0
29,7,0.9996,0.21428571428571427,0.6,2.857142857142857,0.0019595917942265445,0.0
30,7,1.0,0.20689655172413793,0.6,2.9310344827586206,0.0,0.0
31,7,1.0,0.20000000000000004,0.6000000000000001,3.0,0.0,0.0
32,7,0.9996,0.19354838709677416,0.6000000000000001,3.0967741935483866,0.0019595917942265445,0.0
33,7,1.0,0.1875,0.6000000000000001,3.1875,0.0,0.0
34,7,1.0,0.1818181818181818,0.6000000000000002,3.2727272727272725,0.0,0.0
35,7,1.0,0.17647058823529413,0.6000000000000002,3.3529411764705883,0.0,0.0
36,7,1.0,0.17142857142857143,0.6000000000000002,3.4285714285714284,0.0,0.0
37,7,1.0,0.16666666666666669,0.6000000000000003,3.5,0.0,0.0
38,7,1.0,0.16216216216216217,0.6000000000000003,3.5945945945945947,0.0,0.0
39,7,1.0,0.15789473684210525,0.6000000000000003,3.6842105263157894,0.0,0.0
40,7,1.0,0.15384615384615385,0.6000000000000003,3.769230769230769,0.0,0.0
41,7,1.0,0.15,0.6000000000000003,3.85,0.0,0.0
42,7,1.0,0.14634146341463414,0.6000000000000003,3.926829268292683,0.0,0.0
43,7,0.9996,0.14285714285714285,0.6000000000000003,4.0,0.0019595917942265445,0.0
44,7,1.0,0.1395348837209302,0.6000000000000003,4.093023255813954,0.0,0.0
45,7,1.0,0.13636363636363635,0.6000000000000003,4.181818181818182,0.0,0.0
46,7,1.0,0.13333333333333333,0.6000000000000005,4.266666666666667,0.0,0.0
47,7,1.0,0.13043478260869565,0.6000000000000005,4.3478260869565215,0.0,0.0
48,7,1.0,0.1276595744680851,0.6000000000000005,4.425531914893616,0.0,0.0
49,7,1.0,0.125,0.6000000000000005,4.5,0.0,0.0
50,7,0.9996,0.12244897959183673,0.6000000000000005,4.591836734693878,0.0019595917942265445,0.0
