size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate,ave_incomp_nodes,ave_steps
10,0,0.49,0.18947368421052632,0.21380952380952375,2.1157894736842104,0.0,0.55,5.1,5000.0
10,1,0.86,0.18947368421052632,0.4927106227106227,2.1052631578947367,0.0,0.2,1.4000000000000001,3564.6
10,2,0.815,0.18947368421052632,0.49508658008658013,2.1842105263157894,0.0,0.2,1.8500000000000003,5000.0
10,3,0.4650000000000001,0.18947368421052632,0.2923809523809524,2.221052631578947,0.0,0.55,5.35,4790.3
10,4,0.85,0.18947368421052632,0.3714285714285714,2.3,0.0,0.2,1.5000000000000002,3582.2
10,5,0.5599999999999999,0.18947368421052632,0.1336904761904762,2.1842105263157894,0.0,0.4,4.4,5000.0
10,6,0.685,0.18947368421052632,0.15904761904761905,2.1789473684210527,0.0,0.3,3.15,5000.0
10,7,0.6549999999999999,0.18947368421052632,0.5196717171717171,2.042105263157895,0.0,0.4,3.450000000000001,5000.0
10,8,0.4700000000000001,0.18947368421052632,0.3299206349206349,2.136842105263158,0.0,0.5,5.299999999999999,5000.0
10,9,0.765,0.18947368421052632,0.3986363636363636,2.0736842105263156,0.0,0.2,2.35,5000.0
