gameId,size,#solutions,ave_rate,sd_rate
0,20,672,0.2455,0.07038998508310682
1,20,54,0.0725,0.048153400710645555
2,20,54,0.09500000000000001,0.03640054944640259
3,20,864,0.2605,0.07392394740542473
4,20,276,0.077,0.05070502933634888
5,20,792,0.1945,0.04236448984704053
6,20,408,0.1685,0.0635039368858341
7,20,168,0.158,0.06153048025166063
8,20,576,0.25,0.05873670062235365
9,20,216,0.113,0.02511971337416094
10,20,156,0.15599999999999997,0.04543126676640219
11,20,84,0.1015,0.04871088174114691
12,20,84,0.11149999999999999,0.07869402772764907
13,20,36,0.08049999999999999,0.027290108097990377
14,20,456,0.16749999999999995,0.05973901572674261
15,20,534,0.11900000000000001,0.05281098370604356
16,20,192,0.17049999999999993,0.02459166525471588
17,20,204,0.12050000000000002,0.05054453481831641
18,20,408,0.14750000000000002,0.06869315832017044
19,20,240,0.18499999999999994,0.022912878474779207
20,20,288,0.17799999999999994,0.024819347291981726
21,20,288,0.16199999999999995,0.041303752856126766
22,20,168,0.17550000000000002,0.06304561840445376
23,20,1176,0.2465,0.05668112560632506
24,20,108,0.18799999999999994,0.03944616584663205
25,20,96,0.2065,0.0371853465763061
26,20,690,0.16599999999999995,0.07806407624509497
27,20,72,0.16449999999999995,0.022688102609076864
28,20,120,0.11500000000000002,0.04821825380496477
29,20,1512,0.18650000000000003,0.0747846909467439
30,20,384,0.25,0.0
31,20,216,0.157,0.03465544690232691
32,20,606,0.1465,0.0686494719571826
33,20,360,0.22299999999999998,0.06058877783880444
34,20,2052,0.2455,0.09409968118968311
35,20,1152,0.28350000000000003,0.06521311217845686
36,20,204,0.16699999999999998,0.08579627031520659
37,20,780,0.21900000000000003,0.09817840903172143
38,20,36,0.038000000000000006,0.048538644398046386
39,20,1620,0.277,0.08106170489201422
40,20,144,0.17649999999999996,0.02495495942693557
41,20,120,0.05050000000000001,0.059369605018056174
42,20,1068,0.259,0.120287156421623
43,20,168,0.13199999999999998,0.0466476151587624
44,20,72,0.16999999999999993,0.027386127875258313
45,20,240,0.252,0.032341923257592456
46,20,84,0.073,0.03034798181098704
47,20,48,0.15249999999999997,0.0248746859276655
48,20,552,0.2455,0.06822572828486333
49,20,504,0.1815,0.09318127494298412
50,20,192,0.25,0.0
51,20,192,0.129,0.06898550572402873
52,20,72,0.16449999999999992,0.022688102609076857
53,20,504,0.20700000000000002,0.09618211892030659
54,20,492,0.1845,0.05034630075785112
55,20,126,0.11049999999999999,0.06135755862157489
56,20,108,0.125,0.06103277807866851
57,20,234,0.187,0.0493051721424842
58,20,90,0.12150000000000002,0.055792024519639
59,20,288,0.2695,0.024387496796514387
60,20,384,0.2225,0.07189401922274202
61,20,36,0.023000000000000003,0.04208325082500163
62,20,576,0.24050000000000002,0.05774729430891113
63,20,36,0.01,0.020000000000000004
64,20,192,0.15,0.0
65,20,204,0.147,0.035227829907617074
66,20,852,0.11900000000000001,0.08768694315575153
67,20,456,0.17249999999999993,0.03344772040064914
