gameId,size,#solutions,ave_rate,sd_rate
0,20,,,
1,20,84744,0.17600000000000005,0.28146758250285236
2,20,18432,0.22649999999999998,0.18607189470739532
3,20,137184,0.43949999999999995,0.27561703503230706
4,20,80616,0.0515,0.058075382047817814
5,20,23808,0.29800000000000004,0.1254830665866913
6,20,1728,0.3465,0.18977025583583956
7,20,15216,0.1705,0.16356879286709922
8,20,193728,0.5339999999999999,0.3206929996117783
9,20,150432,0.3550000000000001,0.20426698215815497
10,20,21600,0.3950000000000001,0.24510201957552286
11,20,33120,0.10600000000000001,0.10081666528902848
12,20,14976,0.14800000000000002,0.09922701245124736
13,20,44448,0.3764999999999999,0.21822637329158917
14,20,46848,0.2059999999999999,0.12495599225327292
15,20,8640,0.3275,0.245496944991175
16,20,35088,0.14800000000000002,0.16717057157286985
17,20,75840,0.2805,0.11808789099649464
18,20,35328,0.317,0.23475732150456993
19,20,204720,0.27699999999999997,0.25752863918407215
20,20,39168,0.25399999999999995,0.17559612751994277
21,20,,,
22,20,21792,0.08750000000000002,0.09470348462437905
23,20,49344,0.28600000000000003,0.2515034791011846
24,20,28368,0.1565,0.17967401036321307
25,20,8640,0.228,0.24303497690661732
26,20,47016,0.3555,0.2403013732794717
27,20,4320,0.25250000000000006,0.22686725193381263
28,20,26304,0.306,0.2310064934152285
29,20,23616,0.26649999999999996,0.21331373607904391
30,20,74112,0.27349999999999997,0.2024172670500222
31,20,35856,0.16250000000000003,0.16422164899914993
32,20,81312,0.079,0.14801689092802892
33,20,76800,0.22599999999999995,0.17269626515938322
34,20,241152,0.36,0.23043437243605827
35,20,30528,0.18349999999999997,0.15492820918089772
36,20,34560,0.18600000000000005,0.17664653973401231
37,20,21552,0.3729999999999999,0.26395264726840684
38,20,131832,0.16449999999999995,0.10637081366615563
39,20,6912,0.163,0.10807867504739314
40,20,82944,0.13699999999999998,0.06466065264130884
41,20,47568,0.321,0.2839172414630714
42,20,166464,0.14400000000000002,0.0869712596206356
43,20,1152,0.132,0.1395564401953561
44,20,,,
45,20,82176,0.36999999999999994,0.1456021977856104
46,20,9144,0.20399999999999996,0.10646126055988629
47,20,,,
48,20,7296,0.23,0.1869491909583992
49,20,11664,0.19699999999999998,0.11375851616472499
50,20,23040,0.36300000000000004,0.1864966487634563
51,20,29376,0.11500000000000002,0.09656603957913985
52,20,142272,0.2825,0.18673175948402562
53,20,3648,0.13050000000000003,0.09614962298418023
54,20,47616,0.11350000000000002,0.20613769669810514
55,20,29448,0.023000000000000003,0.04208325082500163
56,20,133488,0.18350000000000002,0.10978501719269346
57,20,35904,0.22650000000000003,0.2273164094384741
