gameId,size,#short_cut,#solutions,clutering,shortest_path,ave_rate,std_rate,median_rate
0,42,0,6,0.44047619047619047,4.4192799070847855,42.0,0.0,42.0
1,42,0,6,0.4722222222222221,4.795586527293844,42.0,0.0,42.0
2,42,0,6,0.4404761904761903,4.462253193960511,42.0,0.0,42.0
3,42,0,6,0.4523809523809524,4.348432055749129,42.0,0.0,42.0
4,42,0,6,0.40476190476190477,3.7816492450638792,42.0,0.0,42.0
5,42,0,6,0.39682539682539675,4.239256678281069,42.0,0.0,42.0
6,42,0,6,0.4404761904761906,4.18931475029036,42.0,0.0,42.0
7,42,0,6,0.42857142857142855,4.723577235772358,42.0,0.0,42.0
8,42,0,6,0.42857142857142866,3.83739837398374,42.0,0.0,42.0
9,42,0,6,0.4166666666666667,4.684088269454123,42.0,0.0,42.0
10,42,0,6,0.39285714285714296,3.9558652729384436,42.0,0.0,42.0
11,42,0,6,0.40476190476190477,3.991869918699187,42.0,0.0,42.0
12,42,0,6,0.42460317460317465,4.397212543554007,42.0,0.0,42.0
13,42,0,6,0.4166666666666667,3.7642276422764227,42.0,0.0,42.0
14,42,0,6,0.4404761904761904,4.116144018583043,42.0,0.0,42.0
15,42,0,6,0.40476190476190477,4.074332171893148,42.0,0.0,42.0
16,42,0,6,0.44047619047619047,4.084785133565622,42.0,0.0,42.0
17,42,0,6,0.44047619047619047,4.796747967479675,42.0,0.0,42.0
18,42,0,6,0.43650793650793657,3.9849012775842043,42.0,0.0,42.0
19,42,0,6,0.39285714285714285,3.861788617886179,42.0,0.0,42.0
20,42,0,6,0.4166666666666667,3.9930313588850175,42.0,0.0,42.0
21,42,0,6,0.38095238095238093,3.8501742160278747,42.0,0.0,42.0
22,42,0,6,0.4087301587301588,4.022067363530778,42.0,0.0,42.0
23,42,0,6,0.42063492063492075,4.0754936120789775,42.0,0.0,42.0
24,42,0,6,0.44047619047619047,4.5807200929152145,42.0,0.0,42.0
25,42,0,6,0.40079365079365076,3.9547038327526134,42.0,0.0,42.0
26,42,0,6,0.39285714285714285,4.219512195121951,42.0,0.0,42.0
27,42,0,6,0.44047619047619047,4.429732868757259,42.0,0.0,42.0
