size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate,ave_incomp_nodes,ave_steps
5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5000.0
6,4,1.0,0.8,0.6666666666666666,1.2,0.0,0.0,0.0,1203.93
7,4,1.0,0.6666666666666666,0.5,1.3333333333333333,0.0,0.0,0.0,2203.57
8,4,1.0,0.5714285714285714,0.5,1.4285714285714286,0.0,0.0,0.0,2752.49
9,4,1.0,0.5,0.5,1.5,0.0,0.0,0.0,2603.24
10,4,1.0,0.4444444444444444,0.5,1.6666666666666667,0.0,0.0,0.0,1656.12
11,4,1.0,0.4,0.5,1.8,0.0,0.0,0.0,1505.4
12,4,1.0,0.36363636363636365,0.5,1.9090909090909092,0.0,0.0,0.0,711.02
13,4,1.0,0.3333333333333333,0.5,2.0,0.0,0.0,0.0,759.8
14,4,1.0,0.3076923076923077,0.5,2.1538461538461537,0.0,0.0,0.0,364.71
15,4,1.0,0.2857142857142857,0.5,2.2857142857142856,0.0,0.0,0.0,612.64
16,4,1.0,0.26666666666666666,0.5,2.4,0.0,0.0,0.0,962.97
17,4,1.0,0.25,0.5,2.5,0.0,0.0,0.0,1113.86
18,4,1.0,0.23529411764705882,0.5,2.6470588235294117,0.0,0.0,0.0,572.27
19,4,1.0,0.2222222222222222,0.5,2.7777777777777777,0.0,0.0,0.0,323.02
20,4,1.0,0.21052631578947367,0.5,2.8947368421052633,0.0,0.0,0.0,429.45
21,4,1.0,0.2,0.5,3.0,0.0,0.0,0.0,474.1
22,4,1.0,0.19047619047619047,0.5,3.142857142857143,0.0,0.0,0.0,383.65
23,4,1.0,0.18181818181818182,0.5,3.272727272727273,0.0,0.0,0.0,83.86
24,4,1.0,0.17391304347826086,0.5,3.391304347826087,0.0,0.0,0.0,137.55
25,4,1.0,0.16666666666666666,0.5,3.5,0.0,0.0,0.0,90.84
26,4,1.0,0.16,0.5,3.64,0.0,0.0,0.0,44.59
27,4,1.0,0.15384615384615385,0.5,3.769230769230769,0.0,0.0,0.0,197.88
28,4,1.0,0.14814814814814814,0.5,3.888888888888889,0.0,0.0,0.0,194.43
29,4,1.0,0.14285714285714285,0.5,4.0,0.0,0.0,0.0,60.62
30,4,1.0,0.13793103448275862,0.5,4.137931034482759,0.0,0.0,0.0,157.02
31,4,1.0,0.13333333333333333,0.5,4.266666666666667,0.0,0.0,0.0,314.15
32,4,1.0,0.12903225806451613,0.5,4.387096774193548,0.0,0.0,0.0,71.88
33,4,1.0,0.125,0.5,4.5,0.0,0.0,0.0,78.37
34,4,1.0,0.12121212121212122,0.5,4.636363636363637,0.0,0.0,0.0,116.41
35,4,1.0,0.11764705882352941,0.5,4.764705882352941,0.0,0.0,0.0,86.35
36,4,1.0,0.11428571428571428,0.5,4.885714285714286,0.0,0.0,0.0,86.79
37,4,1.0,0.1111111111111111,0.5,5.0,0.0,0.0,0.0,247.0
38,4,1.0,0.10810810810810811,0.5,5.135135135135135,0.0,0.0,0.0,94.87
39,4,1.0,0.10526315789473684,0.5,5.2631578947368425,0.0,0.0,0.0,105.09
40,4,1.0,0.10256410256410256,0.5,5.384615384615385,0.0,0.0,0.0,119.58
41,4,1.0,0.1,0.5,5.5,0.0,0.0,0.0,117.32
42,4,1.0,0.0975609756097561,0.5,5.634146341463414,0.0,0.0,0.0,268.82
43,4,1.0,0.09523809523809523,0.5,5.761904761904762,0.0,0.0,0.0,183.37
44,4,1.0,0.09302325581395349,0.5,5.883720930232558,0.0,0.0,0.0,121.77
45,4,1.0,0.09090909090909091,0.5,6.0,0.0,0.0,0.0,144.25
46,4,1.0,0.08888888888888889,0.5,6.133333333333334,0.0,0.0,0.0,155.75
47,4,1.0,0.08695652173913043,0.5,6.260869565217392,0.0,0.0,0.0,134.78
48,4,1.0,0.0851063829787234,0.5,6.382978723404255,0.0,0.0,0.0,241.02
49,4,1.0,0.08333333333333333,0.5,6.5,0.0,0.0,0.0,163.8
50,4,1.0,0.08163265306122448,0.5,6.63265306122449,0.0,0.0,0.0,169.12
