size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate,ave_incomp_nodes,ave_steps
8,7,0.9263999999999999,0.8571428571428571,0.8,1.1428571428571428,0.023644026729810617,0.0,0.5888000000000001,1949.9672
9,7,0.9843999999999999,0.75,0.6666666666666667,1.25,0.013588230201170434,0.0,0.1404,2371.3224
10,7,0.998,0.6666666666666667,0.5999999999999999,1.3333333333333335,0.0040000000000000036,0.0,0.02,2458.1748000000002
11,7,0.9956,0.6,0.5999999999999999,1.3999999999999997,0.006374950980203697,0.0,0.048400000000000006,2157.2008
12,7,0.9980000000000001,0.5454545454545454,0.5999999999999999,1.4545454545454544,0.0040000000000000036,0.0,0.024,2682.1928
13,7,0.9987999999999999,0.5,0.5999999999999999,1.5,0.0032496153618543876,0.0,0.015600000000000001,2641.8228
14,7,0.9980000000000001,0.4615384615384615,0.5999999999999999,1.6153846153846154,0.00489897948556636,0.0,0.028000000000000004,1966.7243999999998
15,7,0.998,0.42857142857142855,0.5999999999999999,1.7142857142857142,0.00489897948556636,0.0,0.03,2243.2424
16,7,0.9987999999999999,0.4000000000000001,0.5999999999999999,1.8,0.0032496153618543876,0.0,0.0192,2451.5004
17,7,0.9992,0.375,0.5999999999999999,1.875,0.00271293199325011,0.0,0.013600000000000001,1861.0479999999998
18,7,1.0,0.35294117647058826,0.5999999999999999,1.941176470588235,0.0,0.0,0.0,2167.7387999999996
19,7,0.9992,0.33333333333333337,0.5999999999999999,2.0,0.00271293199325011,0.0,0.0152,2232.4128
20,7,1.0,0.3157894736842105,0.5999999999999999,2.105263157894737,0.0,0.0,0.0,1592.7880000000002
21,7,1.0,0.3,0.5999999999999999,2.2,0.0,0.0,0.0,1838.4988
22,7,1.0,0.2857142857142857,0.5999999999999998,2.2857142857142856,0.0,0.0,0.0,1836.9584
23,7,1.0,0.2727272727272727,0.5999999999999998,2.363636363636364,0.0,0.0,0.0,1454.7939999999999
24,7,1.0,0.2608695652173913,0.5999999999999998,2.4347826086956523,0.0,0.0,0.0,1811.8376000000003
25,7,1.0,0.25,0.5999999999999998,2.5,0.0,0.0,0.0,1670.4891999999998
26,7,1.0,0.24,0.5999999999999998,2.6,0.0,0.0,0.0,1237.2523999999999
27,7,1.0,0.23076923076923075,0.5999999999999999,2.692307692307692,0.0,0.0,0.0,1574.0216
28,7,1.0,0.2222222222222222,0.5999999999999999,2.7777777777777772,0.0,0.0,0.0,1581.3784
29,7,0.9996,0.21428571428571427,0.6,2.857142857142857,0.0019595917942265445,0.0,0.0116,1193.0972000000002
30,7,1.0,0.20689655172413793,0.6,2.9310344827586206,0.0,0.0,0.0,1335.9204
31,7,1.0,0.20000000000000004,0.6000000000000001,3.0,0.0,0.0,0.0,1519.8736
32,7,1.0,0.19354838709677416,0.6000000000000001,3.0967741935483866,0.0,0.0,0.0,1120.648
33,7,0.9996,0.1875,0.6000000000000001,3.1875,0.0019595917942265445,0.0,0.0132,1351.5159999999998
34,7,0.9996,0.1818181818181818,0.6000000000000002,3.2727272727272725,0.0019595917942265445,0.0,0.013600000000000001,1433.6636
35,7,1.0,0.17647058823529413,0.6000000000000002,3.3529411764705883,0.0,0.0,0.0,1106.1127999999999
36,7,1.0,0.17142857142857143,0.6000000000000002,3.4285714285714284,0.0,0.0,0.0,1116.674
37,7,1.0,0.16666666666666669,0.6000000000000003,3.5,0.0,0.0,0.0,1187.9216000000001
38,7,1.0,0.16216216216216217,0.6000000000000003,3.5945945945945947,0.0,0.0,0.0,864.0312000000001
39,7,1.0,0.15789473684210525,0.6000000000000003,3.6842105263157894,0.0,0.0,0.0,989.4288
40,7,1.0,0.15384615384615385,0.6000000000000003,3.769230769230769,0.0,0.0,0.0,1076.8455999999999
41,7,1.0,0.15,0.6000000000000003,3.85,0.0,0.0,0.0,943.6032
42,7,1.0,0.14634146341463414,0.6000000000000003,3.926829268292683,0.0,0.0,0.0,972.5876000000001
43,7,1.0,0.14285714285714285,0.6000000000000003,4.0,0.0,0.0,0.0,996.1788
44,7,1.0,0.1395348837209302,0.6000000000000003,4.093023255813954,0.0,0.0,0.0,998.186
45,7,1.0,0.13636363636363635,0.6000000000000003,4.181818181818182,0.0,0.0,0.0,902.5464000000002
46,7,1.0,0.13333333333333333,0.6000000000000005,4.266666666666667,0.0,0.0,0.0,875.6552
47,7,1.0,0.13043478260869565,0.6000000000000005,4.3478260869565215,0.0,0.0,0.0,925.7775999999999
48,7,1.0,0.1276595744680851,0.6000000000000005,4.425531914893616,0.0,0.0,0.0,929.1087999999999
49,7,1.0,0.125,0.6000000000000005,4.5,0.0,0.0,0.0,778.3312
50,7,1.0,0.12244897959183673,0.6000000000000005,4.591836734693878,0.0,0.0,0.0,731.184
