size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate,ave_incomp_nodes,ave_steps
9,8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5000.0
10,8,0.9716,0.8888888888888888,0.8571428571428571,1.1111111111111112,0.014609585894199754,0.0,0.284,2237.5728
11,8,0.9948,0.8000000000000002,0.75,1.2,0.0064000000000000055,0.0,0.05720000000000001,2578.5860000000002
12,8,0.9987999999999999,0.7272727272727272,0.6785714285714286,1.2727272727272727,0.0032496153618543876,0.0,0.0144,3178.6288
13,8,0.9996,0.6666666666666667,0.642857142857143,1.3333333333333335,0.0019595917942265445,0.0,0.0052,3188.3299999999995
14,8,1.0,0.6153846153846154,0.642857142857143,1.3846153846153846,0.0,0.0,0.0,2712.0008000000003
15,8,1.0,0.5714285714285714,0.6428571428571429,1.4285714285714286,0.0,0.0,0.0,3234.8688
16,8,1.0,0.5333333333333333,0.6428571428571429,1.4666666666666666,0.0,0.0,0.0,3295.3035999999993
17,8,0.9992,0.5,0.6428571428571429,1.5,0.00271293199325011,0.0,0.013600000000000001,3546.863599999999
18,8,1.0,0.4705882352941176,0.6428571428571428,1.588235294117647,0.0,0.0,0.0,2484.8872
19,8,1.0,0.4444444444444444,0.6428571428571428,1.6666666666666665,0.0,0.0,0.0,2833.4876
20,8,1.0,0.42105263157894735,0.6428571428571428,1.7368421052631582,0.0,0.0,0.0,3052.0047999999997
21,8,1.0,0.4000000000000001,0.6428571428571428,1.8,0.0,0.0,0.0,2898.5292000000004
22,8,1.0,0.38095238095238093,0.6428571428571428,1.857142857142857,0.0,0.0,0.0,2355.1196
23,8,1.0,0.3636363636363636,0.6428571428571427,1.9090909090909092,0.0,0.0,0.0,2674.462
24,8,1.0,0.34782608695652173,0.6428571428571427,1.956521739130435,0.0,0.0,0.0,2869.8959999999997
25,8,1.0,0.33333333333333337,0.6428571428571428,2.0,0.0,0.0,0.0,3022.0296000000003
26,8,0.9996,0.32,0.6428571428571428,2.08,0.0019595917942265445,0.0,0.0104,2227.5231999999996
27,8,1.0,0.3076923076923077,0.6428571428571428,2.1538461538461537,0.0,0.0,0.0,2671.8983999999996
28,8,0.9996,0.2962962962962963,0.6428571428571427,2.2222222222222223,0.0019595917942265445,0.0,0.011200000000000002,2737.0819999999994
29,8,1.0,0.2857142857142857,0.6428571428571427,2.2857142857142856,0.0,0.0,0.0,2737.9376
30,8,0.9996,0.27586206896551724,0.6428571428571427,2.3448275862068964,0.0019595917942265445,0.0,0.012,2274.5643999999998
31,8,1.0,0.26666666666666666,0.6428571428571427,2.4,0.0,0.0,0.0,2475.2088
32,8,1.0,0.25806451612903225,0.6428571428571427,2.4516129032258065,0.0,0.0,0.0,2495.4824
33,8,1.0,0.25,0.6428571428571427,2.5,0.0,0.0,0.0,2680.1711999999998
34,8,1.0,0.24242424242424243,0.6428571428571427,2.5757575757575757,0.0,0.0,0.0,2047.9984
35,8,1.0,0.2352941176470588,0.6428571428571427,2.6470588235294117,0.0,0.0,0.0,2210.7868
36,8,0.9996,0.22857142857142856,0.6428571428571427,2.714285714285714,0.0019595917942265445,0.0,0.0144,2465.1000000000004
37,8,1.0,0.2222222222222222,0.6428571428571427,2.7777777777777772,0.0,0.0,0.0,2520.8816
38,8,1.0,0.2162162162162162,0.6428571428571427,2.8378378378378373,0.0,0.0,0.0,1723.8908
39,8,1.0,0.21052631578947367,0.6428571428571427,2.894736842105263,0.0,0.0,0.0,1980.7424
40,8,0.9996,0.20512820512820515,0.6428571428571427,2.9487179487179493,0.0019595917942265445,0.0,0.016,2368.3423999999995
41,8,1.0,0.20000000000000004,0.6428571428571427,3.0,0.0,0.0,0.0,2232.5848
42,8,1.0,0.19512195121951223,0.6428571428571427,3.073170731707317,0.0,0.0,0.0,1607.5047999999997
43,8,1.0,0.19047619047619047,0.6428571428571427,3.142857142857143,0.0,0.0,0.0,2150.8172
44,8,1.0,0.18604651162790697,0.6428571428571427,3.209302325581395,0.0,0.0,0.0,2318.332
45,8,1.0,0.1818181818181818,0.6428571428571427,3.2727272727272725,0.0,0.0,0.0,2088.0308
46,8,1.0,0.17777777777777778,0.6428571428571427,3.333333333333333,0.0,0.0,0.0,1780.22
47,8,1.0,0.17391304347826086,0.6428571428571427,3.3913043478260874,0.0,0.0,0.0,1935.5780000000004
48,8,1.0,0.1702127659574468,0.6428571428571427,3.4468085106382973,0.0,0.0,0.0,2073.662
49,8,1.0,0.16666666666666669,0.6428571428571427,3.5,0.0,0.0,0.0,2156.4932
50,8,1.0,0.163265306122449,0.6428571428571427,3.5714285714285716,0.0,0.0,0.0,1535.4712
