gameId,size,#solutions,ave_rate,sd_rate
0,20,672,1.0,0.0
1,20,54,1.0,0.0
2,20,54,1.0,0.0
3,20,864,1.0,0.0
4,20,276,1.0,0.0
5,20,792,1.0,0.0
6,20,408,1.0,0.0
7,20,168,1.0,0.0
8,20,576,1.0,0.0
9,20,216,1.0,0.0
10,20,156,1.0,0.0
11,20,84,1.0,0.0
12,20,84,1.0,0.0
13,20,36,1.0,0.0
14,20,456,1.0,0.0
15,20,534,1.0,0.0
16,20,192,1.0,0.0
17,20,204,1.0,0.0
18,20,408,1.0,0.0
19,20,240,1.0,0.0
20,20,288,1.0,0.0
21,20,288,1.0,0.0
22,20,168,1.0,0.0
23,20,1176,1.0,0.0
24,20,108,1.0,0.0
25,20,96,1.0,0.0
26,20,690,1.0,0.0
27,20,72,1.0,0.0
28,20,120,1.0,0.0
29,20,1512,1.0,0.0
30,20,384,1.0,0.0
31,20,216,1.0,0.0
32,20,606,1.0,0.0
33,20,360,1.0,0.0
34,20,2052,1.0,0.0
35,20,1152,1.0,0.0
36,20,204,1.0,0.0
37,20,780,1.0,0.0
38,20,36,1.0,0.0
39,20,1620,1.0,0.0
40,20,144,1.0,0.0
41,20,120,1.0,0.0
42,20,1068,1.0,0.0
43,20,168,1.0,0.0
44,20,72,1.0,0.0
45,20,240,1.0,0.0
46,20,84,1.0,0.0
47,20,48,1.0,0.0
48,20,552,1.0,0.0
49,20,504,1.0,0.0
50,20,192,1.0,0.0
51,20,192,1.0,0.0
52,20,72,1.0,0.0
53,20,504,1.0,0.0
54,20,492,1.0,0.0
55,20,126,1.0,0.0
56,20,108,1.0,0.0
57,20,234,1.0,0.0
58,20,90,1.0,0.0
59,20,288,1.0,0.0
60,20,384,1.0,0.0
61,20,36,1.0,0.0
62,20,576,1.0,0.0
63,20,36,1.0,0.0
64,20,192,1.0,0.0
65,20,204,1.0,0.0
66,20,852,1.0,0.0
67,20,456,1.0,0.0
68,20,48,1.0,0.0
69,20,78,1.0,0.0
70,20,420,1.0,0.0
71,20,144,1.0,0.0
72,20,384,1.0,0.0
73,20,960,1.0,0.0
74,20,48,1.0,0.0
75,20,180,1.0,0.0
76,20,336,1.0,0.0
77,20,24,1.0,0.0
78,20,720,1.0,0.0
79,20,432,1.0,0.0
80,20,72,1.0,0.0
81,20,192,1.0,0.0
82,20,120,1.0,0.0
83,20,444,1.0,0.0
84,20,96,1.0,0.0
85,20,72,1.0,0.0
86,20,342,1.0,0.0
87,20,552,1.0,0.0
88,20,324,1.0,0.0
89,20,210,1.0,0.0
90,20,30,1.0,0.0
91,20,180,1.0,0.0
92,20,144,1.0,0.0
93,20,690,1.0,0.0
94,20,204,1.0,0.0
95,20,240,1.0,0.0
96,20,156,1.0,0.0
97,20,414,1.0,0.0
98,20,72,1.0,0.0
99,20,204,1.0,0.0
100,20,72,1.0,0.0
101,20,120,1.0,0.0
102,20,360,1.0,0.0
103,20,2352,1.0,0.0
104,20,96,1.0,0.0
105,20,216,1.0,0.0
106,20,348,1.0,0.0
107,20,252,1.0,0.0
108,20,336,1.0,0.0
109,20,60,1.0,0.0
110,20,240,1.0,0.0
