size,k,ave_rate,ave_density,ave_clustering,ave_shortest_path,ave_std_rate,ave_median_rate
10,9,0.9648,0.8888888888888888,0.8571428571428571,1.1111111111111112,0.019823218709382195,0.0
11,9,0.9956,0.8000000000000002,0.75,1.2,0.006374950980203697,0.0
12,9,0.9984000000000001,0.7272727272727272,0.6785714285714286,1.2727272727272727,0.0036660605559646754,0.0
13,9,0.9984000000000001,0.6666666666666667,0.642857142857143,1.3333333333333335,0.0036660605559646754,0.0
14,9,0.9996,0.6153846153846154,0.642857142857143,1.3846153846153846,0.0019595917942265445,0.0
15,9,0.9996,0.5714285714285714,0.6428571428571429,1.4285714285714286,0.0019595917942265445,0.0
16,9,1.0,0.5333333333333333,0.6428571428571429,1.4666666666666666,0.0,0.0
17,9,1.0,0.5,0.6428571428571429,1.5,0.0,0.0
18,9,0.9996,0.4705882352941176,0.6428571428571428,1.588235294117647,0.0019595917942265445,0.0
19,9,1.0,0.4444444444444444,0.6428571428571428,1.6666666666666665,0.0,0.0
20,9,1.0,0.42105263157894735,0.6428571428571428,1.7368421052631582,0.0,0.0
21,9,1.0,0.4000000000000001,0.6428571428571428,1.8,0.0,0.0
22,9,1.0,0.38095238095238093,0.6428571428571428,1.857142857142857,0.0,0.0
23,9,1.0,0.3636363636363636,0.6428571428571427,1.9090909090909092,0.0,0.0
24,9,1.0,0.34782608695652173,0.6428571428571427,1.956521739130435,0.0,0.0
25,9,1.0,0.33333333333333337,0.6428571428571428,2.0,0.0,0.0
26,9,0.9996,0.32,0.6428571428571428,2.08,0.0019595917942265445,0.0
27,9,1.0,0.3076923076923077,0.6428571428571428,2.1538461538461537,0.0,0.0
28,9,1.0,0.2962962962962963,0.6428571428571427,2.2222222222222223,0.0,0.0
29,9,1.0,0.2857142857142857,0.6428571428571427,2.2857142857142856,0.0,0.0
30,9,0.9996,0.27586206896551724,0.6428571428571427,2.3448275862068964,0.0019595917942265445,0.0
31,9,1.0,0.26666666666666666,0.6428571428571427,2.4,0.0,0.0
32,9,1.0,0.25806451612903225,0.6428571428571427,2.4516129032258065,0.0,0.0
33,9,1.0,0.25,0.6428571428571427,2.5,0.0,0.0
34,9,0.9996,0.24242424242424243,0.6428571428571427,2.5757575757575757,0.0019595917942265445,0.0
35,9,1.0,0.2352941176470588,0.6428571428571427,2.6470588235294117,0.0,0.0
36,9,1.0,0.22857142857142856,0.6428571428571427,2.714285714285714,0.0,0.0
37,9,1.0,0.2222222222222222,0.6428571428571427,2.7777777777777772,0.0,0.0
38,9,1.0,0.2162162162162162,0.6428571428571427,2.8378378378378373,0.0,0.0
39,9,1.0,0.21052631578947367,0.6428571428571427,2.894736842105263,0.0,0.0
40,9,1.0,0.20512820512820515,0.6428571428571427,2.9487179487179493,0.0,0.0
41,9,1.0,0.20000000000000004,0.6428571428571427,3.0,0.0,0.0
42,9,1.0,0.19512195121951223,0.6428571428571427,3.073170731707317,0.0,0.0
43,9,1.0,0.19047619047619047,0.6428571428571427,3.142857142857143,0.0,0.0
44,9,1.0,0.18604651162790697,0.6428571428571427,3.209302325581395,0.0,0.0
45,9,1.0,0.1818181818181818,0.6428571428571427,3.2727272727272725,0.0,0.0
46,9,1.0,0.17777777777777778,0.6428571428571427,3.333333333333333,0.0,0.0
47,9,1.0,0.17391304347826086,0.6428571428571427,3.3913043478260874,0.0,0.0
48,9,1.0,0.1702127659574468,0.6428571428571427,3.4468085106382973,0.0,0.0
49,9,1.0,0.16666666666666669,0.6428571428571427,3.5,0.0,0.0
50,9,1.0,0.163265306122449,0.6428571428571427,3.5714285714285716,0.0,0.0
