gameId,size,#solutions,ave_rate,sd_rate
0,20,,,
1,20,84744,1.0,0.0
2,20,18432,1.0,0.0
3,20,137184,1.0,0.0
4,20,80616,1.0,0.0
5,20,23808,1.0,0.0
6,20,1728,1.0,0.0
7,20,15216,1.0,0.0
8,20,193728,1.0,0.0
9,20,150432,1.0,0.0
10,20,21600,1.0,0.0
11,20,33120,1.0,0.0
12,20,14976,1.0,0.0
13,20,44448,1.0,0.0
14,20,46848,1.0,0.0
15,20,8640,1.0,0.0
16,20,35088,1.0,0.0
17,20,75840,1.0,0.0
18,20,35328,1.0,0.0
19,20,204720,1.0,0.0
20,20,39168,1.0,0.0
21,20,,,
22,20,21792,1.0,0.0
23,20,49344,1.0,0.0
24,20,28368,1.0,0.0
25,20,8640,1.0,0.0
26,20,47016,1.0,0.0
27,20,4320,1.0,0.0
28,20,26304,1.0,0.0
29,20,23616,1.0,0.0
30,20,74112,1.0,0.0
31,20,35856,1.0,0.0
32,20,81312,1.0,0.0
33,20,76800,1.0,0.0
34,20,241152,1.0,0.0
35,20,30528,1.0,0.0
36,20,34560,1.0,0.0
37,20,21552,1.0,0.0
38,20,131832,1.0,0.0
39,20,6912,1.0,0.0
40,20,82944,1.0,0.0
41,20,47568,1.0,0.0
42,20,166464,1.0,0.0
43,20,1152,1.0,0.0
44,20,,,
45,20,82176,1.0,0.0
46,20,9144,1.0,0.0
47,20,,,
48,20,7296,1.0,0.0
49,20,11664,1.0,0.0
50,20,23040,1.0,0.0
51,20,29376,1.0,0.0
52,20,142272,1.0,0.0
53,20,3648,1.0,0.0
54,20,47616,1.0,0.0
55,20,29448,1.0,0.0
56,20,133488,1.0,0.0
57,20,35904,1.0,0.0
58,20,7488,1.0,0.0
59,20,281664,1.0,0.0
60,20,104928,1.0,0.0
61,20,44496,1.0,0.0
62,20,9408,1.0,0.0
63,20,1728,1.0,0.0
64,20,40992,1.0,0.0
65,20,109632,1.0,0.0
66,20,112704,1.0,0.0
67,20,12672,1.0,0.0
68,20,70320,1.0,0.0
69,20,25920,1.0,0.0
70,20,31680,1.0,0.0
71,20,79104,1.0,0.0
72,20,37440,1.0,0.0
73,20,50304,1.0,0.0
74,20,61056,1.0,0.0
75,20,20736,1.0,0.0
76,20,51456,1.0,0.0
77,20,43776,1.0,0.0
78,20,28320,1.0,0.0
79,20,59904,1.0,0.0
80,20,107712,1.0,0.0
81,20,22704,1.0,0.0
82,20,76416,1.0,0.0
83,20,8688,1.0,0.0
84,20,63936,1.0,0.0
85,20,29808,1.0,0.0
86,20,13824,1.0,0.0
87,20,14400,1.0,0.0
88,20,16800,1.0,0.0
89,20,12960,1.0,0.0
90,20,39696,1.0,0.0
91,20,89304,1.0,0.0
92,20,139776,1.0,0.0
93,20,1728,1.0,0.0
94,20,32304,1.0,0.0
95,20,53976,1.0,0.0
96,20,72576,1.0,0.0
97,20,18144,1.0,0.0
98,20,16128,1.0,0.0
99,20,6768,1.0,0.0
100,20,20448,1.0,0.0
101,20,6336,1.0,0.0
102,20,38400,1.0,0.0
103,20,4656,1.0,0.0
104,20,57312,1.0,0.0
105,20,60624,1.0,0.0
106,20,73944,1.0,0.0
107,20,109440,1.0,0.0
108,20,3720,1.0,0.0
109,20,44352,1.0,0.0
110,20,138240,1.0,0.0
111,20,44208,1.0,0.0
112,20,41496,1.0,0.0
113,20,5760,1.0,0.0
114,20,15264,1.0,0.0
115,20,20736,1.0,0.0
116,20,44424,1.0,0.0
117,20,49632,1.0,0.0
118,20,29160,1.0,0.0
119,20,30048,1.0,0.0
120,20,8064,1.0,0.0
121,20,32832,1.0,0.0
122,20,20040,1.0,0.0
123,20,29952,1.0,0.0
124,20,15792,1.0,0.0
125,20,30672,1.0,0.0
126,20,1944,1.0,0.0
127,20,14688,1.0,0.0
128,20,56520,1.0,0.0
129,20,32064,1.0,0.0
130,20,8064,1.0,0.0
131,20,2592,1.0,0.0
132,20,24192,1.0,0.0
133,20,46848,1.0,0.0
134,20,81792,1.0,0.0
135,20,24144,1.0,0.0
136,20,9600,1.0,0.0
137,20,10248,1.0,0.0
138,20,53160,1.0,0.0
139,20,10080,1.0,0.0
140,20,31824,1.0,0.0
141,20,40896,1.0,0.0
142,20,23616,1.0,0.0
143,20,57120,1.0,0.0
144,20,10848,1.0,0.0
145,20,13104,1.0,0.0
146,20,43584,1.0,0.0
147,20,137040,1.0,0.0
148,20,11376,1.0,0.0
149,20,25056,1.0,0.0
150,20,6144,1.0,0.0
151,20,92928,1.0,0.0
152,20,8352,1.0,0.0
