size,trial,rate,density,clustering,shortest_path,n_comp_nodes,steps,l1,l2
35,0,0.5714285714285714,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.333333333333332,1000,9.333333333333332,2.581988897471611
35,1,0.6,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.333333333333334,1000,9.333333333333334,2.6666666666666665
35,2,0.5428571428571429,0.11092436974789915,0.08532261389404246,2.5747899159663867,10.666666666666664,1000,10.666666666666664,2.8284271247461903
35,3,0.4571428571428572,0.11092436974789915,0.08532261389404246,2.5747899159663867,12.0,1000,12.0,2.9814239699997196
35,4,0.5714285714285714,0.11092436974789915,0.08532261389404246,2.5747899159663867,10.333333333333334,1000,10.333333333333334,2.886751345948129
35,5,0.6,0.11092436974789915,0.08532261389404246,2.5747899159663867,8.333333333333332,1000,8.333333333333332,2.4267032964268394
35,6,0.48571428571428577,0.11092436974789915,0.08532261389404246,2.5747899159663867,10.333333333333334,1000,10.333333333333334,2.6034165586355513
35,7,0.6285714285714286,0.11092436974789915,0.08532261389404246,2.5747899159663867,6.999999999999999,1000,6.999999999999999,2.185812841434
35,8,0.5142857142857142,0.11092436974789915,0.08532261389404246,2.5747899159663867,11.333333333333332,1000,11.333333333333332,2.9059326290271157
35,9,0.5428571428571429,0.11092436974789915,0.08532261389404246,2.5747899159663867,10.666666666666664,1000,10.666666666666664,2.8674417556808756
35,10,0.5428571428571429,0.11092436974789915,0.08532261389404246,2.5747899159663867,10.333333333333332,1000,10.333333333333332,2.7688746209726913
35,11,0.6,0.11092436974789915,0.08532261389404246,2.5747899159663867,7.333333333333332,1000,7.333333333333332,2.2110831935702664
35,12,0.4571428571428572,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.333333333333332,1000,9.333333333333332,2.3570226039551585
35,13,0.48571428571428577,0.11092436974789915,0.08532261389404246,2.5747899159663867,11.333333333333332,1000,11.333333333333332,2.8674417556808756
35,14,0.5714285714285714,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.0,1000,9.0,2.560381915956203
35,15,0.5428571428571429,0.11092436974789915,0.08532261389404246,2.5747899159663867,7.999999999999999,1000,7.999999999999999,2.2110831935702664
35,16,0.5714285714285714,0.11092436974789915,0.08532261389404246,2.5747899159663867,10.666666666666666,1000,10.666666666666666,2.8674417556808756
35,17,0.5142857142857142,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.666666666666666,1000,9.666666666666666,2.560381915956203
35,18,0.5428571428571429,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.333333333333334,1000,9.333333333333334,2.5385910352879693
35,19,0.5428571428571429,0.11092436974789915,0.08532261389404246,2.5747899159663867,9.333333333333332,1000,9.333333333333332,2.5385910352879693
