size,k,avg_rate,density,clustering,shortest_path,std_rate,median_rate,n_comp_nodes,avg_steps,avg_l1,avg_l2
5,0,0.5999999999999999,0.6,0.6,1.4,0.06324555320336758,0.4,1.4166666666666667,1000.0,1.4166666666666667,1.056657291439611
5,1,0.28,0.6,0.0,1.4,0.2039607805437114,0.6,2.05,1000.0,2.05,1.1871147396058157
5,2,0.6199999999999999,0.6,0.5333333333333333,1.5,0.060000000000000005,0.4,1.45,1000.0,1.45,1.0871052167476045
5,3,0.57,0.6,0.5333333333333333,1.5,0.07141428428542848,0.4,1.5999999999999999,1000.0,1.5999999999999999,1.139334562896597
5,4,0.53,0.6,0.3333333333333333,1.4,0.1307669683062202,0.4,1.4666666666666666,1000.0,1.4666666666666666,1.0184337425669505
5,5,0.6199999999999999,0.6,0.6,1.4,0.08717797887081347,0.4,1.3499999999999999,1000.0,1.3499999999999999,1.0235715155220042
5,6,0.5799999999999998,0.6,0.6,1.4,0.08717797887081347,0.4,1.5333333333333334,1000.0,1.5333333333333334,1.1089403895159518
5,7,0.49,0.6,0.3333333333333333,1.4,0.09949874371066197,0.6,1.5999999999999999,1000.0,1.5999999999999999,1.059925254771303
5,8,0.57,0.6,0.6,1.4,0.09539392014169455,0.4,1.5,1000.0,1.5,1.0607885009056333
5,9,0.31000000000000005,0.6,0.0,1.4,0.22338307903688676,0.6,2.05,1000.0,2.05,1.209293124518363
15,0,0.5633333333333332,0.24761904761904763,0.40296296296296297,1.980952380952381,0.05763872155263527,0.43333333333333335,3.9333333333333336,1000.0,3.9333333333333336,1.6398861038429515
15,1,0.5533333333333333,0.24761904761904763,0.26904761904761904,1.9619047619047618,0.0635959467611297,0.43333333333333335,4.049999999999999,1000.0,4.049999999999999,1.6873284064114575
15,2,0.6666666666666666,0.24761904761904763,0.28343915343915344,2.0,0.09428090415820635,0.3333333333333333,3.499999999999999,1000.0,3.499999999999999,1.6193241308273478
15,3,0.5599999999999999,0.24761904761904763,0.3495238095238095,2.038095238095238,0.11234866364235144,0.4,4.05,1000.0,4.05,1.6703409786005636
15,4,0.66,0.24761904761904763,0.4886243386243386,1.9619047619047618,0.07859884081701066,0.3333333333333333,3.4166666666666665,1000.0,3.4166666666666665,1.5808485452833976
15,5,0.6733333333333333,0.24761904761904763,0.5118518518518518,1.8952380952380952,0.0940449065311059,0.3333333333333333,3.4499999999999993,1000.0,3.4499999999999993,1.5699097905716093
15,6,0.6833333333333333,0.24761904761904763,0.5563492063492064,2.0476190476190474,0.08399735445569435,0.3333333333333333,3.4833333333333334,1000.0,3.4833333333333334,1.6294612240250559
15,7,0.6666666666666666,0.24761904761904763,0.4496969696969696,1.9238095238095239,0.11925695879998878,0.3333333333333333,3.366666666666667,1000.0,3.366666666666667,1.5351836724466181
15,8,0.58,0.24761904761904763,0.14984126984126983,1.9904761904761905,0.056174331821175726,0.4,3.7666666666666666,1000.0,3.7666666666666666,1.5969788508332612
15,9,0.6466666666666667,0.24761904761904763,0.36079365079365083,2.038095238095238,0.09683892697555968,0.3333333333333333,3.483333333333333,1000.0,3.483333333333333,1.5969044887173243
25,0,0.6839999999999999,0.15333333333333332,0.31163636363636366,2.263333333333333,0.08187795796183489,0.32,5.6,1000.0,5.6,2.0457741119467494
25,1,0.6539999999999999,0.15333333333333332,0.10990476190476191,2.25,0.0729657453878188,0.33999999999999997,5.2,1000.0,5.2,1.8921561500917654
25,2,0.54,0.15333333333333332,0.22223088023088022,2.29,0.1120714058089752,0.48,6.766666666666666,1000.0,6.766666666666666,2.146820888030749
25,3,0.594,0.15333333333333332,0.30943589743589744,2.216666666666667,0.09488940931421166,0.42000000000000004,6.4,1000.0,6.4,2.144740098561296
25,4,0.6099999999999999,0.15333333333333332,0.2526666666666666,2.31,0.07886697661252141,0.4,6.449999999999998,1000.0,6.449999999999998,2.2014039578786884
25,5,0.526,0.15333333333333332,0.3643578643578643,2.3,0.09820386957752736,0.48,6.899999999999999,1000.0,6.899999999999999,2.1787707666712857
25,6,0.6419999999999999,0.15333333333333332,0.1937777777777778,2.31,0.1046709128650362,0.36,5.333333333333333,1000.0,5.333333333333333,1.8869564861900425
25,7,0.524,0.15333333333333332,0.29464957264957264,2.263333333333333,0.11306635220082056,0.48,7.2,1000.0,7.2,2.252697943591164
25,8,0.546,0.15333333333333332,0.272,2.29,0.06606057825965497,0.45999999999999996,6.966666666666666,1000.0,6.966666666666666,2.25041054520974
25,9,0.6339999999999999,0.15333333333333332,0.18073015873015874,2.28,0.07927168473042566,0.36,5.916666666666666,1000.0,5.916666666666666,2.0775306390327724
35,0,0.5271428571428571,0.11092436974789915,0.20898783755926612,2.4487394957983195,0.09101468820683699,0.4857142857142857,9.383333333333335,1000.0,9.383333333333335,2.5078054722637155
35,1,0.5514285714285714,0.11092436974789915,0.2786813186813187,2.373109243697479,0.09350324669687753,0.45714285714285713,9.666666666666666,1000.0,9.666666666666666,2.6350701687409632
35,2,0.53,0.11092436974789915,0.09297258297258297,2.534453781512605,0.06355136119867205,0.4857142857142857,9.983333333333334,1000.0,9.983333333333334,2.6654002320017627
35,3,0.5442857142857143,0.11092436974789915,0.08532261389404246,2.5747899159663867,0.046488971700779924,0.45714285714285713,9.683333333333334,1000.0,9.683333333333334,2.6207729055977587
35,4,0.562857142857143,0.11092436974789915,0.21199102484816768,2.4941176470588236,0.10145874802608401,0.42857142857142855,8.716666666666665,1000.0,8.716666666666665,2.425936744521855
