gameId,size,ave_rate,sd_rate
5,0,0.0,0.0
5,1,0.0,0.0
5,2,0.0,0.0
5,3,0.6000000000000001,0.0
5,4,0.0,0.0
5,5,0.0,0.0
5,6,0.0,0.0
