size,gameId,ave_rate,sd_rate
5,0,0.0,0.0
5,1,0.0,0.0
5,2,0.0,0.0
5,3,0.6000000000000001,1.1102230246251565e-16
5,4,0.0,0.0
5,5,0.0,0.0
5,6,0.0,0.0
5,7,0.0,0.0
5,8,0.0,0.0
5,9,0.0,0.0
5,10,0.0,0.0
5,11,0.6000000000000001,1.1102230246251565e-16
5,12,0.6000000000000001,1.1102230246251565e-16
